CODI;NOM_OFICIAL
700050;Carrer de Cunit
700051;Carrer dels Cresques
700052;Passatge del Grèvol
700053;Camí Mig de Can Balasch
700055;Passatge del Camí del Mas Sauró
700056;Carrer de la Sagrada Família
700057;Plaça dels Jardins d'Elx
700059;Carretera de Vallvidrera a les Planes
700060;Passatge de Tossa
700061;Carrer de les Filatures
700063;Carretera Circumval·lació Tram 5
700067;Grup Mare de Déu de la Mercè
700068;Carrer del Mirador del Palau Nacional
700069;Carrer Sense Nom (Pujades Llatzaret)
700071;Grup Vivendes Cantunis
700072;Carrer de la Marinada
700073;Passatge del Torrent de l'Estadella
700074;Jardins de Torres i Clavé
700075;Carrer de l'Espinagosa
700076;Carrer del Papiol
700077;Camí de la Gírgola
700079;Carrer de Caresmar
700080;Carrer d'Òrrius
700083;Carrer de Josep M. de Sagarra
700084;Carrer de Beltrán i Rózpide
700085;Carrer de Lluís Nicolau i d'Olwer
700086;Carrer de Pedro i Pons
700087;Carrer dels Doctors Trias i Pujol
700088;Carrer del Doctor August Pi i Sunyer
700089;Carrer de Serra i Hunter
700090;Carrer de Lluís Pericot
700091;Carrer de Rubió i Lluch
700092;Passatge de Pruit
700093;Passatge de la Primavera
700094;Carrer de Pollença
700096;Carrer d'en Paixalet
700097;Plaça de Lola Anglada
700098;Pas de Valls
700102;Carretera Antiga d'Horta a Cerdanyola
700103;Carrer dels Segadors
700104;Plaça del Sot dels Paletes
700105;Polígon Guineueta Grup
700106;Passatge del Brull
700111;Camí del Cama-sec
700112;Passeig del Bosc de Roquetes
700113;Carrer del Mirador de Llobera
700121;Carrer Longitudinal 7
700122;Carrer Longitudinal 5
700127;Carrer Major de Mercabarna
700128;Carrer Longitudinal 6
700130;Carrer Longitudinal 10
700133;Carrer Transversal 5
700134;Carrer Transversal 8
700140;Carrer Sense Nom (Llerona Balenya)
700142;Plaça de la Torre Llobeta
700143;Plaça de les Corts
700146;Carrer de Comas i Solà
700151;Plaça de la Cultura
700152;Plaça del Pare Eusebi Millan
700153;Plaça de Carles Cardó i Sanjoan
700154;Plaça del Gall
700155;Carrer de la Festa Major
700156;Plaça de Joan Peiró
700157;Plaça d'Antoni Pérez i Moya
700158;Plaça del General Moragues
700163;Camí del Ciureny
700164;Camí del Pebràs
700165;Camí de la Llenega
700166;Escales de la Font del Mont
700168;Camí de la Múrgola
700169;Camí Boscà
700170;Camí de Can Llavallol
700171;Carrer de Santa Olívia
700172;Parc de Sant Martí
700173;Platja de la Mar Bella
700174;Parc del Clot
700175;Plaça de Can Robacols
700177;Plaça de la Palmera de Sant Martí
700179;Túnel de la Rovira
700182;Jardins de Vil·la Cecília
700183;Parc de Can Sabater
700184;Parc de la Creueta del Coll
700185;Parc de les Aigües
700186;Parc de La Pegaso
700189;Parc de l'Espanya Industrial
700190;Plaça d'Isidre Nonell
700191;Carrer de Josep Irla i Bosch
700195;Camí del Carlet
700202;Carretera C-17
700204;Jardins de Menéndez y Pelayo
700205;Plaça dels Peixos
700207;Plaça de Castelao
700443;Placeta del Roser
700444;Parc del Carmel
700445;Plaça dels Països Catalans
700446;Plaça de Zenòbia Camprubí
700447;Jardins de Can Batllori
700448;Jardins de Can Feu
700449;Plaça de Nemesi Ponsati
700450;Carrer de Joaquim Puig i Pidemunt
700630;Plaça de Puigcerdà
700642;Platja de la Nova Icària
700643;Platja de la Nova Mar Bella
700644;Platja de Sant Sebastià
700645;Plaça de Miquel Casablancas i Joanico
700647;Escales de Llobera
700648;Carrer del Moixeró
700649;Plaça de Carles Pi i Sunyer
700650;Carrer de Carles Riba
700651;Avinguda de l'Estatut de Catalunya
700652;Mirador de Torre Baró
700653;Carrer de Josep Solé i Barberà
700654;Avinguda del Litoral
700655;Carrer d'Arnold Schönberg
700656;Camí del Fredolic
700658;Carrer de Mossèn Batlle
700659;Plaça de Buenaventura Durruti
700661;Carrer de Joan Miró
700662;Carrer de Salvador Espriu
700663;Carrer de Rosa Sensat
700664;Carrer de l'Arquitecte Sert
700665;Carrer de Frederic Mompou
700666;Carrer de Joan Oliver
700667;Carrer de Jaume Vicens i Vives
700669;Carrer de Moscou
700671;Plaça de Tirant lo Blanc
700672;Carrer de Munic
700673;Carrer d'Hèlsinki
700674;Carrer d'Amsterdam
700675;Carrer d'Anvers
700676;Carrer de Seül
700677;Carrer d'Estocolm
700678;Carrer de Melbourne
700679;Carrer de Los Angeles
700680;Carrer de Saint Louis
700681;Plaça de Rafael Benet
700682;Carrer de la Fonolleda
700684;Carrer de Víctor Jara
700685;Plaça de Margarida Xirgu
700686;Plaça de Rosa Sabater
700687;Jardins de Jaume Vicens i Vives
700689;Plaça de l'Abat Escarré
700690;Passeig del Migdia
700691;Passeig de Don Quixot
700692;Platja del Bogatell
700693;Port Olímpic
700695;Moll de Marina
700696;Moll de Mestral
700697;Moll de Gregal
700699;Dic Trencaones
700700;Plaça d'Espronceda
700701;Carrer del Doctor Font i Quer
700702;Carrer de l'Anoia
700703;Carrer del Gaià
700704;Placeta de Creu de Magòria
700705;Plaça de Palestina
700706;Carrer de la Muga
700707;Plaça Roja de la Ciutat Meridiana
700708;Carrer de Sallent
700709;Carrer de l'Onyar
700710;Escales del Polvorí
700711;Plaça del Primer de Maig
700712;Escales de Can Besora
700713;Carrer del Coure
700714;Carrer del Platí
700715;Plaça d'Albert Badia i Mur
700716;Plaça del Sòl de Baix
700717;Placeta del Pedraforca
700718;Placeta de Can Garriga
700719;Plaça del Ram de l'Aigua
700720;Travessia de Castellfollit
700721;Carrer de Gerard Piera
700725;Carrer de Batista i Roca
700726;Pla de les Madres de la Plaza de Mayo
700727;Jardins de la Indústria
700728;Parc de la Unitat
700729;Plaça de Félix Rodríguez de la Fuente
700730;Carrer de la Foixarda
700731;Carrer de Jordi Rubió i Balaguer
700733;Carrer de l'Avet
700734;Carrer del Bedoll
700735;Jardins del Doctor Samuel Hahnemann
700736;Jardins de Caterina Albert
700738;Camí del Faig
700739;Jardins de Salvador Espriu
700740;Jardins de la Sedeta
700741;Camí de la Savina
700742;Plaça del Mig de Can Clos
700743;Jardins de Marià Cañardo i Lacasta
700744;Plaça de Diagonal Mar
700745;Carrer d'Antoni Alberdi
700746;Jardins de Fontserè i Mestre
700747;Espigó de Bac de Roda
700748;Carrer del Bisbe Josep Climent
700749;Espigó del Bogatell
700750;Espigó de la Mar Bella
700752;Parc de Carles I
700753;Carrer de Dolça de Provença
700754;Passatge de la Ferradura
700755;Parc del Poblenou
700756;Passeig Marítim del Bogatell
700757;Passeig Marítim de Nova Icària
700758;Passeig Marítim del Port Olímpic
700759;Parc de Nova Icària
700760;Parc del Port Olímpic
700761;Carrer de Torre Melina
700762;Carrer de Lluís Solé i Sabarís
700764;Carretera C-16
700766;Parc Esportiu de la Mar Bella
700767;Jardins de Rubió i Tudurí
700768;Passeig Marítim de la Mar Bella
700779;Plaça de les Caramelles
700780;Plaça del Maresme
700782;Carrer d'Aurora Bertrana
700783;Carrer de Can Segalar
700784;Carretera del Cementiri de Collserola
700785;Carrer de Can Ràbia
700786;Espigó del Gas
700788;Nus de la Trinitat
700790;Ronda de Dalt
700793;Parc Esportiu de Can Dragó
700794;Carrer de Can Valero
700795;Camí de la Foixarda
700796;Carrer dels Jocs del 92
700798;Carrer de Pierre de Coubertin
700799;Parc del Pla de Fornells
700800;Camí del Salze
700801;Carrer dels Vivers
700802;Plaça de Josep Maria Huertas Claveria
700803;Plaça dels Ocellets
700804;Carrer de Haifa
700805;Plaça de Robert Gerhard
700807;Plaça de Ricard Zamora
700808;Plaça d'Olof Palme
700809;Plaça de Valdivia
700811;Avinguda d'Albert Bastardas
700812;Avinguda de Can Marcet
700813;Carrer del Doctor Aiguader
700815;Carrer de Miguel Hernández
700816;Carrer de Carles Soldevila
700817;Carrer de Juan Ramón Jiménez
700818;Carrer de Ja-hi-som
700819;Plaça del Doctor Pere Franquesa
700820;Escullera del Poblenou
700821;Moll de Xaloc
700822;Avinguda de Martí-Codolar
700823;Carrer de Coll i Alentorn
700824;Carrer de les Basses d'Horta
700825;Carrer de la Granja Vella
700827;Avinguda del Cardenal Vidal i Barraquer
700828;Carrer del Pare Mariana
700829;Carrer de Can Travi
700830;Carrer de l'Arquitecte Moragas
700832;Plaça de Josep Pallach
700833;Plaça de Joan Cornudella
700842;Placeta de Charlot
700864;Plaça de César Vallejo
700865;Carrer d'Ignasi Agustí
700866;Plaça de la Pau
700867;Plaça d'Isabel de Villena
700868;Carrer de Riudaura
700869;Parc de l'Estació del Nord
700870;Jardins de Walter Benjamin
700871;Jardins de Ca n'Altimira
700872;Parc de la Trinitat
700882;Plaça dels Campions
700884;Plaça dels Voluntaris Olímpics
700885;Parc de les Cascades
700886;Plaça del Llagut
700887;Carrer del Poliol
700888;Jardins d'Atlanta
700889;Jardins de Can Cuiàs
700891;Jardins dels Doctors Dolsa
700892;Passeig de Garcia Fària
700893;Carrer de Rubió i Balaguer
700894;Jardins de la Creu de Pedralbes
700895;Plaça del Baró de Viver
700898;Carrer de Bràfim
700899;Plaça de Ca n'Ensenya
700901;Carrer de Nulles
700903;Jardins dels Rasos de Peguera
700904;Carrer de Vila-rodona
700905;Parc de Josep M. Serra Martí
700906;Avinguda de Manuel Azaña
700907;Carrer del General Batet
700908;Passatge de Sant Joan de Malta
700910;Plaça d'Emili Mira
700911;Plaça del Mar
700912;Carrer del Naranjo de Bulnes
700918;Plaça de Santa Creu d'Olorda
700919;Carrer del Polvorí
700920;Plaça del Setge de 1714
700921;Plaça de la Clota
700929;Plaça de Joan Casanelles
700930;Plaça de John Lennon
700931;Carrer de Josep Samitier
700932;Carrer de Maria Montessori
700933;Plaça del Poble Romaní
700934;Jardins de les Tres Xemeneies
700935;Plaça del Xiprer
700941;Carrer de Menéndez y Pelayo
700942;Jardins de Joana Tomàs
700943;Carrer de Mercè Rodoreda
700945;Carrer de Josep Sunyol i Garriga
700946;Carrer de Carles Ferrer Salat
700947;Plaça de Clementina Arderiu
700948;Plaça de les Havaneres
700949;Jardins de Màlaga
700950;Plaça de Theolongo Bacchio
700952;Passatge del Vapor Vell
700953;Plaça de la Marina de Sants
700954;Passatge de La Canadenca
700955;Carrer Sense Nom (700946 T M Hospitalet)
700956;Carrer de Francesca Bonnemaison
700957;Carrer de Pere Vergés
700958;Carrer de l'Antàrtic
700959;Carrer de l'Àrtic
700960;Carrer de l'Atlàntic
700961;Jardins dels Castellers
700962;Carrer de l'Índic
700963;Passatge de Malacca
700964;Jardins de Manuel Sacristán
700965;Carrer de la Mar Groga
700966;Carrer de la Mar Roja
700967;Avinguda dels Ports d'Europa
700968;Passatge de Suez
700969;Carrer de Gaspar Cassadó
700974;Plaça del Doctor Cararach Mauri
700975;Passatge de les Bateries
700983;Plaça de Montserrat Roca i Baltà
700984;Carrer d'Apel·les Fenosa
700985;Plaça de Josep M. Poblet
700987;Plaça de la Modernitat
700988;Plaça de Manuel Torrente
700989;Passeig de la Font d'Arboç
700990;Jardins de Joan Vinyoli
700993;Plaça Verda de la Prosperitat
700995;Jardins de Tiberio Ávila
700999;Escales del Matagalls
701000;Escales d'Erta
701003;Jardins d'Olga Sacharoff
701004;Jardins de Blanca Selva i Henry
701008;Passatge de Granollers
701025;Carrer de Can Falgàs
701027;Carrer de George R. Collins
701034;Carrer del Saüc
701043;Plaça d'Artur Martorell
701044;Plaça de Manuel Ainaud
701045;Carrer de Josep Estalella
701046;Plaça de Fernando de los Ríos
701047;Carrer d'Àngels Garriga
701048;Carrer de Fèlix Martí Alpera
701053;Jardins de Marcos Redondo
701059;Jardins de Juan Ponce
701064;Plaça de Nou Barris
701065;Carrer de Cordelles
701067;Carrer del Cànem
701068;Carrer de Vila Arrufat
701069;Jardins de Frederica Montseny
701070;Plaça de José Sánchez Ríos
701071;Plaça de George Orwell
701073;Passatge Mare de Déu de l'Estrella
701074;Parc de Bederrida
701075;Jardins de Clara Campoamor
701076;Jardins de Ferran Soldevila
701077;Carrer de Pau Romeva
701078;Plaça de Martí Llauradó
701079;Plaça de Jacint Reventós
701080;Plaça de l'Estatut
701088;Plaça de Conxita Badia
701089;Passatge de Josep Ricart i Giralt
701097;Plaça de Blanquerna
701098;Carrer de Can Figuerola
701100;Jardins de Dolors Aleu
701103;Plaça d'Alfonso Comín
701104;Parc de la Barceloneta
701105;Carrer de Budapest
701106;Passatge de Casa Llarga
701107;Plaça dels Indians
701108;Plaça de Pere Falqués
701109;Plaça de Julio González
701111;Passatge d'Amadeu Bagués
701112;Plaça d'André Malraux
701113;Jardins del Doctor Castelló
701114;Carretera C-33
701118;Placeta de Rafaela Serrano
701119;Jardins d'El Petit Príncep
701121;Camí de les Quatre Estacions
701124;Plaça de Falset
701125;Plaça de Nou Pins
701126;Carrer Sense Nom (Pg Santa Coloma Nus Trinitat)
701133;Plaça de Mossèn Joan Cortinas
701135;Plaça d'Álvaro Cunqueiro
701138;Plaça de Sant Galdric
701139;Jardins del Valent Petit
701140;Plaça de l'Olivereta
701141;Jardins de Sebastià Gasch
701142;Plaça de Teresa Claramunt
701143;Jardí de les Tres Torres
701146;Jardins de Cèsar Martinell
701147;Carrer de Joan Sales
701148;Carrer d'Albert Einstein
701149;Carrer de Marie Curie
701150;Plaça de Mercè Capsir
701152;Plaça de Joaquim Xirau i Palau
701153;Parc de la Font Florida
701155;Jardins del Doctor Comas i Llaberia
701156;Plaça del Taxi
701157;Carrer de Luz Casanova
701160;Jardins del Baix Guinardó
701161;Plaça d'Islàndia
701162;Jardins de Casa Bloc
701163;Plaça de Miguel de Unamuno
701164;Plaça de Josep Puig i Esteve
701166;Plaça de les Fonts
701171;Jardins del Bosquet dels Encants
701175;Plaça de les Constel·lacions
701176;Carrer de Greenwich
701177;Plaça de Monterrey
701178;Plaça de l'Óssa Menor
701179;Carrer dels Solsticis
701180;Plaça de Pere Coromines
701182;Jardins del Port Romà
701183;Jardins de Ca l'Alena
701184;Jardins de Can Sentmenat
701185;Jardins de La Tamarita
701186;Plaça de Mossèn Ferran Palau
701187;Plaça de Josep Obiols
701188;Jardins de les Hortes de Sant Bertran
701191;Plaça de les Arts
701194;Jardins de Marià Manent
701195;Mirador del Port Vell
701196;Plaça de l'Ictíneo
701197;Passeig d'Ítaca
701198;Plaça de l'Odissea
701199;Rambla de Mar
701200;Camí de la Torre de Sansalvador
701201;Passatge dels Dardanels
701202;Passatge d'Aral
701203;Jardins del Clot de la Mel
701204;Carrer de l'Avançada
701205;Carrer de Josep Ferrater i Móra
701206;Plaça d'Antoni Genescà i Corominas
701207;Passatge de Joan Mirambell i Bertran
701208;Plaça de La Maquinista
701210;Jardins de Manuel de Pedrolo
701211;Plaça de Frederic Marès
701212;Plaça de Pieyre de Mandiargues
701213;Carrer de Robert Robert
701214;Plaça de Portocristo
701215;Carrer de Maria Aurèlia Capmany
701216;Plaça de les Roquetes
701217;Plaça de Mossèn Josep Pedragosa
701218;Plaça de Josep Rovira
701220;Plaça de Gabriela Mistral
701221;Plaça de la Tolerància
701222;Plaça de Joan Coromines
701223;Pas de l'Institut Escola
701224;Carrer de Josep Pijoan
701225;Plaça d'Anna Frank
701226;Plaça de Belianes
701227;Jardins de Montserrat Roig
701230;Jardins de Josep Amat
701232;Plaça d'Henry Dunant
701236;Jardins de Manuel Blancafort
701237;Jardí de Petra Kelly
701238;Carrer de Duoda
701240;Plaça de Victòria Kent
701241;Plaça de Joaquín Maurín
701242;Jardins de Mercè Plantada
701243;Plaça de Maria-Antònia Salvà
701244;Jardí d' Elies Ortiz
701245;Passatge de Maria Vila
701246;Pla de Nicolás Salmerón
701247;Plaça de Mossèn Miquel Vall i Mundó
701248;Passatge del Llobregat
701251;Plaça de Jean Genet
701252;Plaça de la Vidriera
701253;Plaça dels Romeus de Sant Medir
701254;Plaça de Pere Figuera i Serra
701258;Plaça de la Creu Roja
701260;Plaça de Montserrat Garriga
701261;Plaça de Gato Pérez
701262;Plaça de Madrona Prat
701263;Camí del Turó del Puig
701264;Parc de Diagonal Mar
701265;Ronda Litoral (Besòs)
701266;Ronda Litoral (Llobregat)
701267;Ronda de Dalt (Besòs)
701268;Ronda de Dalt (Llobregat)
701271;Plaça de Jaume Sabartés
701272;Jardins de la Mediterrània
701273;Plaça d'Hilari Salvadó
701274;Plaça de Lluís Casassas
701276;Jardins de Carles Barral
701277;Jardins de Josep M. Sostres
701278;Passeig del Taulat
701279;Plaça de Ramon Calsina
701280;Jardins de Jaime Gil de Biedma
701281;Plaça de Llevant
701282;Jardins de Ca l'Aranyó
701283;Mirador del Poble Sec
701284;Jardins de Joan Fuster i Ortells
701285;Parc de les Heures
701286;Jardins del Carlit
701287;Jardins de la Torre de les Aigües
701288;Jardins de l'Arboreda
701289;Jardins d'Antoni Puigvert
701291;Ronda del Mig
701292;Passeig de l'Havana
701293;Jardins de Can Ferrero
701294;Jardins de Cal Sèbio
701295;Jardins de Joaquim Domingo i Sánchez
701296;Jardins de Josep Goday i Casals
701297;Plaça de La Puntual
701298;Jardins de la Font dels Ocellets
701299;Jardins del Mestre Balcells
701300;Jardins de Sant Joan de Déu
701301;Plaça de Sant Joan de les Abadesses
701302;Plaça de Harry Walker
701303;Passatge d'Ormuz
701304;Passatge de Bering
701305;Passatge de Moçambic
701306;Passatge de Yucatán
701307;Passatge de la Martinica
701308;Camí Antic de Sant Llàtzer
701309;Plaça de Botticelli
701310;Plaça de Boyeros
701311;Pas d'Isadora Duncan
701312;Jardins de Montbau
701313;Plaça de la Mitja Lluna
701314;Jardins de Can Brasó
701315;Plaça de Can Galta Cremat
701316;Plaça de Josep Andreu i Abelló
701317;Plaça de Can Fabra
701318;Jardins de Gatcpac
701319;Jardins de Massana
701320;Parc de La Maquinista de Sant Andreu
701321;Carrer de São Paulo
701322;Carrer de Martin Luther King
701323;Carrer de Joan Comorera
701324;Carrer d'Estefania de Requesens
701325;Jardins de Clotilde Cerdà
701326;Rambla de Fabra i Puig
701327;Carrer de Ferran Turné
701328;Plaça de Kõbe
701329;Jardins de Rosa Luxemburg
701330;Plaça de la Font del Roure
701331;Jardins de Manuel J. Arnalot
701332;Plaça de Meguidó
701333;Plaça de les Sibil·les
701334;Carrer de Fernando Pessoa
701335;Carrer dels Tarongers
701336;Jardins de Can Castelló
701337;Jardins de Frida Kahlo
701338;Jardins d'Hiroshima
701339;Jardins de Jaume Planas i Alemany
701340;Jardins de Laribal
701341;Jardins del Teatre Grec
701342;Mirador del Migdia
701343;Passatge d'Elena Girol
701344;Jardins de Gandhi
701345;Parc de la Vall d'Hebron
701346;Carrer d'Antoni Gilabert i Bonet
701347;Carrer de Jaume Brossa
701348;Parc Central de Nou Barris
701349;Plaça de les Drassanes
701350;Plaça de Can Dragó
701351;Carrer Longitudinal 11
701352;Carrer de Gaziel
701353;Carrer de Josep M. Lladó
701355;Carrer de La Barcelonesa
701356;Carrer de Mérida
701357;Passeig de Potosí
701358;Carrer de la Campana de La Maquinista
701359;Passatge de Posoltega
701360;Carrer dels Trens de La Maquinista
701361;Carrer de les Naus de La Maquinista
701362;Carrer dels Ponts de La Maquinista
701363;Jardins de la Campana de La Maquinista
701364;Carrer de Pere Terré i Domènech
701365;Jardins del Baluard
701366;Plaça del Mina Grott
701367;Rambla del Raval
701369;Carrer de Saturnino Calleja
701370;Jardí de Joan Llarch
701371;Carrer de la República Dominicana
701374;Jardins de Sant Pau del Camp
701375;Plaça d'Ovidi Montllor
701376;Plaça de les Matemàtiques
701377;Avinguda del Carrilet
701378;Carrer Número 29
701379;Carrer Número 28
701380;Carrer Número 27
701381;Avinguda Número 1
701382;Avinguda Número 2
701383;Avinguda Número 3
701384;Pla de Miquel Tarradell
701385;Plaça de Carmen Tórtola Valencia
701386;Plaça de Germans Rubió i Bellver
701387;Jardins de Can Senillosa
701388;Carrer de Pau Sabater
701389;Plaça de les Basses de la Peira
701390;Carrer de María Zambrano
701391;Carrer de Jane Addams
701392;Carrer de Gernika
701393;Carrer de Soweto
701394;Carrer de Francesc Boix i Campo
701395;Plaça de Maria Espinalt i Font
701396;Plaça de Soledad Gustavo
701397;Plaça dels Pins de Vallvidrera
701398;Jardí de Joaquima Raspall
701400;Carrer Número 21
701401;Carrer Número 22
701402;Carrer Número 24
701403;Carrer Número 25
701404;Avinguda Número 4
701405;Avinguda Número 5
701414;Carretera C-31
701416;Jardins d'Emma de Barcelona
701417;Jardins de Safo
701418;Jardins de Fabià Puigserver
701419;Jardins del Rector Oliveras
701420;Plaça de Fort Pienc
701421;Jardins de Sofia Barat
701423;Carretera Antiga de Montjuïc
701424;Plaça de Sarah Bernhardt
701425;Passatge d'Antaviana
701426;Jardins del Doctor Robert
701428;Avinguda Número 6
701429;Carrer Número 23
701431;Carretera C-17 (Puigcerdà)
701432;Carretera C-17 (Barcelona)
701433;Ronda del Mig (Ascendent)
701434;Ronda del Mig (Descendent)
701435;Carrer Sense Nom (Ctra Vallvi Barna)
701436;Escales de Montclar
701437;Jardins de Josep Munté
701438;Carrer de l'Enginyeria
701439;Plaça de Raimon Noguera
701440;Jardins del Camp de Sarrià
701441;Avinguda del Parc Logístic
701442;Jardins dels Drets Humans
701443;Passatge de Ricard Zamora
701444;Rotonda de Bellesguard
701445;Rotonda de Can Caralleu
701446;Pont de Sarajevo
701447;Carrer de Francesc de Borja Moll
701448;Carrer d'Anaïs Nin
701449;Carrer de Josep Narcís Roca
701450;Carrer de Pierre Vilar
701451;Jardins de Flora Tristán
701452;Jardins de Paula Montal
701453;Jardins de Maria Mercè Marçal
701454;Jardins dels Tres Tombs
701455;Jardins de Jaume Perich
701456;Jardins de Lina Ódena
701457;Jardins de l'Arenal de Llevant
701458;Jardins de Maria Callas
701459;Placeta de María Luz Morales
701467;Jardins de Celestina Vigneaux
701476;Carrer Longitudinal 1
701477;Carrer Longitudinal 2
701478;Carrer Longitudinal 3
701479;Carrer Longitudinal 4
701480;Carrer Longitudinal 8
701481;Carrer Longitudinal 9
701482;Carrer Transversal 1
701483;Carrer Transversal 2
701484;Carrer Transversal 3
701485;Carrer Transversal 4
701486;Carrer Transversal 6
701487;Carrer Transversal 7
701489;Carrer Transversal 9
701490;Carrer Transversal 10
701491;Carrer Transversal 11
701492;Carrer Transversal 12
701493;Carrer Transversal 13
701494;Carrer Transversal 14
701495;Carrer Transversal 15
701496;Carrer Transversal 17
701497;Carretera B-10 (Llobregat)
701498;Carretera B-10 (Besòs)
701499;Plaça de Vázquez Montalbán
701500;Carrer Nou de Sadurní
701501;Carretera B-20 (Llobregat)
701502;Carretera B-20 (Besòs)
701503;Plaça de Juliana Morell
701505;Carrer Sense Nom (Tucuman-Junoy)
701506;Plaça de Carme Montoriol
701507;Plaça de Can Portabella
701508;Carrer d'Emília Coranty
701510;Plaça d'Ernest Lluch i Martín
701511;Carretera Circumval·lació Tram 7
701512;Carretera Circumval·lació Tram 8
701513;Carrer H Moll Inflamables
701514;Carrer del Port de Lagos
701515;Carrer A Moll Inflamables
701516;Carrer B Moll Inflamables
701517;Carrer C Moll Inflamables
701518;Carrer D Moll Inflamables
701519;Carrer E Moll Inflamables
701520;Carrer F Moll Inflamables
701521;Carrer del Port de Ningbo
701522;Carrer del Port d'Alexandria
701523;Carrer del Port de Casablanca
701524;Carrer del Port de Haifa
701525;Carrer del Port de Miami
701526;Carrer del Port de Tianjin
701527;Passatge de Maria Llimona
701528;Camí del Mar
701529;Placeta de Joan Brossa
701530;Plaça de l'Aqüeducte
701531;Plaça d'Àngel Rodríguez
701532;Plaça de Tísner
701533;Plaça de Joan Capri
701534;Jardins d'Elena Maseras
701535;Plaça de Cal Muns
701536;Jardí d'Áurea Cuadrado
701537;Passatge de Daró
701538;Carrer de Besiberri
701539;Plaça de Dolors Piera
701540;Passatge de Magdalena Giralt
701541;Passatge de Madrona Prat
701542;Escales de Tenerife
701543;Jardins de l'Amistat
701544;Pas de Ramon Cabau
701545;Plaça dels Titellaires
701546;Jardí del Tenor Masini
701547;Jardins de Maria Baldó
701548;Plaça de la Hispano Suïssa
701549;Passatge d'Alfonso Lafuente
701550;Plaça de les Cristalleries Planell
701551;Passatge d'Aristòtil
701552;Jardí de Mercè Llimona
701553;Jardí de Carme Serrallonga
701554;Jardins de Sarrià Vell
701555;Jardí de Xavier Benguerel
701556;Placeta de Josep Ma. Jaén
701557;Plaça d'Isabel Vila
701558;Placeta de Luis Buñuel
701559;Avinguda d'Eduard Maristany
701560;Jardins d'Ernest Lluch
701561;Plaça de Charles Darwin
701562;Placeta d'Aureli Capmany
701563;Jardins de Victoria de los Ángeles
701564;Carrer del Lligabosc
701565;Plaça de les Ceràmiques Vicens
701566;Plaça de les Dones del 36
701567;Passatge de Mart
701568;Carrer d'Otília Castellví
701569;Plaça de Prosperitat
701570;Passatge d'Holanda
701571;Plaça del Gas
701572;Plaça de l'Aigua
701573;Jardins de Tete Montoliu
701574;Jardins de Constança d'Aragó
701575;Jardins de Beatriu de Provença
701576;Pas d'Antonio Cuadrillero
701577;Plaça de Salvador Puig i Antich
701578;Plaça del Raïm
701579;Carrer de Dolors Lleonart
701580;Jardins del Doctor Pla i Armengol
701587;Plaça de la Primavera
701588;Carrer de Clara Zetkin
701589;Jardins de Can Bruixa
701590;Jardins de Laura Albéniz
701591;Jardins d'Ermessenda de Carcassona
701592;Jardins d'Anaïs Napoleon
701593;Jardins d'Enriqueta Sèculi
701594;Jardins de Mercè Vilaret
701595;Plaça de l'Aire
701596;Jardí del Clot d'en Salvi
701597;Jardins de Teresa de Calcuta
701598;Jardins de Can Miralletes
701599;Jardins d'Ada Byron
701600;Jardins de Margarida Comas
701601;Plaça de Llibertat Ròdenas
701602;Jardins de Josep Pous i Pagès
701603;Plaça de les Masies d'Horta
701604;Plaça de Vista Park
701605;Plaça de la Cosmos
701606;Jardí del Lledoner
701607;Plaça del Rom Cremat
701608;Jardins de Jaume Ferran i Clua
701609;Plaça de Willy Brandt
701610;Plaça de Leonardo da Vinci
701611;Platja del Llevant
701612;Plaça del Fòrum
701613;Parc dels Auditoris
701614;Parc del Camp de la Bota
701615;Parc del Maresme
701616;Jardins de Rosa Maria Arquimbau
701617;Plaça de Joaquim Serra
701618;Plaça de la Bella Dorita
701619;Passatge de Ladislao Kubala
701620;Passatge de Montserrat de Andrés
701621;Jardins de Carme Biada
701622;Jardins de Maria Matilde Almendros
701623;Plaça del Moviment Obrer
701624;Plaça Sense Nom (Alts Forns)
701625;Plaça de Rosa Peraulet
701626;Placeta de Daniel Dalmases
701627;Plaça de Joan Riera
701628;Passatge d'Aurora Díaz Plaja
701629;Carrer d'Isaac Newton
701630;Placeta d'Anna Murià
701631;Plaça de Pilar Miró
701632;Jardins de Simone de Beauvoir
701633;Jardins de Piscines i Esports
701634;Jardins d'Oriol Martorell
701635;Camí del Cel del Tibidabo
701636;Placeta de Marconi
701637;Carrer d'Amàlia Garcia
701638;Carrer del Síndic Rahola
701639;Plaça Major de Nou Barris
701640;Jardins de Villa Clara
701641;Jardins de Remedios Varó
701642;Plaça de Joan Fiveller
701643;Plaça de la Rosa dels Vents
701644;Passeig del Mare Nostrum
701645;Carrer de Joan Ferrándiz
701647;Carrer del Turó de les Roquetes
701648;Jardins de Gaietà Renom
701649;Jardins de Mercè Rodoreda
701650;Carrer de Josefa Rosich
701651;Plaça de Sant Pol de Mar
701652;Passatge del Pinsà
701653;Escales de la Floresta
701654;Jardins de Santa Rosalia
701655;Plaça d'Haya de la Torre
701656;Plaça de Numen Mestre
701657;Plaça d'Adolf Marsillach
701658;Escales dels Canadencs
701659;Escales d'Albarrasí
701660;Parc de Xavier Montsalvatge
701661;Placeta de Lugo
701662;Parc del Centre del Poblenou
701663;Parc d'Antoni Santiburcio
701664;Carrer d'Antoni Santiburcio
701665;Carrer de Víctor Colomer
701666;Passeig de Marta Mata
701667;Carrer de Manuel Muñoz
