"""CODI"""	"""NOM_OFICIAL"""
369500	Carrer de Zuloaga
369601	Carrer de Riego
369656	Plaça de Zurbarán
370000	Carrer Número 1 Zona Franca
370101	Carrer Número 2 Zona Franca
370203	Carrer Número 3 Zona Franca
370305	Carrer Número 4 Zona Franca
370407	Carrer Número 5 Zona Franca
370531	Carrer Número 6 Zona Franca
371002	Carrer Número 11 Zona Franca
373904	Carrer Número 40 Zona Franca
374000	Carrer Número 41 Zona Franca
374102	Carrer Número 42 Zona Franca
374113	Carrer Número 43 Zona Franca
374703	Carrer Número 50 Zona Franca
375706	Carrer Número 60 Zona Franca
375808	Carrer Número 61 Zona Franca
375900	Carrer Número 62 Zona Franca
520204	Mercat Mercado Abaceria Central
520408	Mercat Barceloneta
520601	Mercat Bon Pastor
520805	Mercat Carmel
520850	Mercat Central de Fruites i Verdures A
521207	Mercat Clot
521400	Mercat Concepció
521455	Mercat Encants de Sant Antoni
521808	Mercat Felip II
522006	Mercat Fira Bellcaire
522200	Mercat Flors a l'Engros
522221	Mercat Flors Rambles
522232	Mercat Ocells Rambles
522403	Mercat Galvany
522607	Mercat Guinardó
522800	Mercat Guineueta
523009	Mercat Horta
523202	Mercat Hostafrancs
523406	Mercat les Corts
523600	Mercat Lesseps
523803	Mercat Llibertat
524001	Mercat Llibres Vells
524205	Mercat Mercabarna
524409	Mercat Mare de Déu de l'Estrella
524602	Mercat Mare de Déu la Mercè
524806	Mercat Mare de Déu de Montserrat
525004	Mercat Mare de Déu de Núria
525208	Mercat Mare de Déu del Port
525605	Mercat Porvenir-Ninot
526007	Mercat Sagrada Família
526200	Mercat Sagrera
526404	Mercat Sant Andreu
526608	Mercat Sant Antoni
526801	Mercat Sant Gervasi
527000	Mercat Sant Josep
527203	Mercat Sant Martí
527407	Mercat de Santa Caterina
527600	Mercat Sants
527804	Mercat Sarrià
528002	Mercat Sud Oest Besòs (St Martí)
528400	Mercat Tres Torres
528454	Mercat Trinitat
528603	Mercat Unió
529005	Mercat Vall d'Hebron
529209	Mercat Vallvidrera
529606	Mercat Provençals
529800	Mercat Mare de Déu del Carme
530150	E.M. Alfons X
530208	E.M. Pg Gràcia
530274	E.M. Drassanes
530332	E.M. Badal
530343	E.M. Poble Nou
530354	E.M. Barceloneta
530547	E.M. Bonanova
530569	E.M. Bordeta
530682	E.M. Camp de l'Arpa
530853	E.M. Catalunya F C
530864	E.M. Catalunya G M
530875	E.M. Catalunya M T
530977	E.M. Zona Universitària
530988	E.M. Plaça del Centre
530999	E.M. Hospital Clinic
531018	E.M. Clot
531197	E.M. Les Corts
531550	E.M. Diagonal
531663	E.M. Hospital Sant Pau
531903	E.M. Entença
532123	E.M. Fabra i Puig
532349	E.M. Fontana
532473	E.M. Verdaguer
532564	E.M. Glòries
532575	E.M. Girona
532600	E.M. Gràcia
532790	E.M. Horta
532917	E.M. Hostafranchs
533385	E.M. Jaume I
533396	E.M. Joanich
534016	E.M. Lesseps
534050	E.M. Liceu
534402	E.M. Luchana
534606	E.M. Maragall
534617	E.M. Palau Reial
534640	E.M. Maria Cristina
534683	E.M. Marina
534741	E.M. Mercat Nou
534785	E.M. Muntaner
534843	E.M. Navas
534967	E.M. Putxet
535449	E.M. Pàdua
535584	E.M. Plaça Espanya
535609	E.M. Plaça Molina
535620	E.M. Provença
535642	E.M. Monumental
535653	E.M. Poble Sec
535664	E.M. Bogatell
536226	E.M. Rocafort
536248	E.M. Sants Estació
536259	E.M. Ribera
536350	E.M. Sagrada Família
536372	E.M. Sagrera
536408	E.M. Sant Andreu
536430	E.M. Sant Gervasi
536554	E.M. El Guinardó
536769	E.M. Sants
536791	E.M. Sarrià
537025	E.M. Tetuan
537036	E.M. Tibidabo
537069	E.M. Torras i Bages
537138	E.M. Tres Torres
537150	E.M. Arc del Triomf
537171	E.M. Trinitat Vella
537295	E.M. Universitat
537309	E.M. Selva de Mar
537364	E.M. Urgell
537422	E.M. Urquinaona
537706	E.M. Vilapiscina
537761	E.M. Virrei Amat
537794	E.M. Congrés
540074	Moll Adossat
540201	Moll d'Álvarez de la Campa
540267	Moll de les Drassanes
540380	Moll de Balears
540416	Moll de Barcelona
540438	Moll de la Barceloneta
540529	Moll de Bosch i Alsina
540711	Moll de Catalunya
540777	Moll del Contradic
540813	Moll de la Costa
541259	Moll del Dipòsit
541576	Moll d'Espanya
542499	Moll d'Inflamables
542524	Moll de Lepant
543119	Moll de Llevant
544177	Moll Nou
544290	Moll Occidental
544406	Moll Oriental
544643	Moll de Pescadors
544712	Moll de Ponent
544734	Moll del Príncep d'Espanya
545169	Moll del Rellotge
545318	Dic de l'Est
545497	Moll de Sant Bertran
545646	Moll del Sud
620038	Carretera de Circumval·lació Nord Tram 6
676666	Ronda del Litoral
700010	Carrer de Josep Finestres
700011	Plaça de John F. Kennedy
700012	Carrer de Torà
700013	Plaça de Karl Marx
700015	Plaça de Joan Amades
700017	Placeta dels Avis
700018	Plaça de les Heroïnes de Girona
700019	Jardins d'Elisard Sala
700020	Plaça de Charlie Rivel
700021	Passeig d'Andreu Nin
700023	Carrer d'Almacelles
700024	Carrer de Josep Miret
700025	Passeig de Josep Carner
700026	Carrer d'Augusto César Sandino
700028	Plaça de Salvador Allende
700031	Mercat Fira S Ponc(C Hospital)
700032	Passatge d'Andalusia
700033	Passatge Via Trajana B
700034	Passatge Via Trajana A
700036	Carrer de Can Castellví
700037	Carrer de Binèfar
700039	Moll de l'Oest
700041	Moll d'Evaristo Fernández
700042	Moll de la Zona Sud
700049	Platja de la Barceloneta
700050	Carrer de Cunit
700051	Carrer dels Cresques
700052	Passatge del Grèvol
700053	Camí Mig de Can Balasch
700055	Passatge del Camí del Mas Sauró
700056	Carrer de la Sagrada Família
700057	Plaça dels Jardins d'Elx
700059	Carretera de Vallvidrera a les Planes
700060	Passatge de Tossa
700061	Carrer de les Filatures
700062	E.M. Llacuna
700063	Carretera Circumval·lació Tram 5
700067	Grup Mare de Déu de la Mercè
700068	Carrer del Mirador del Palau Nacional
700069	Carrer Sense Nom (Pujades Llatzaret)
700071	Grup Vivendes Cantunis
700072	Carrer de la Marinada
700073	Passatge del Torrent de l'Estadella
700074	Jardins de Torres i Clavé
700075	Carrer de l'Espinagosa
700076	Carrer del Papiol
700077	Camí de la Gírgola
700079	Carrer de Caresmar
700080	Carrer d'Òrrius
700083	Carrer de Josep M. de Sagarra
700084	Carrer de Beltrán i Rózpide
700085	Carrer de Lluís Nicolau i d'Olwer
700086	Carrer de Pedro i Pons
700087	Carrer dels Doctors Trias i Pujol
700088	Carrer del Doctor August Pi i Sunyer
700089	Carrer de Serra i Hunter
700090	Carrer de Lluís Pericot
700091	Carrer de Rubió i Lluch
700092	Passatge de Pruit
700093	Passatge de la Primavera
700094	Carrer de Pollença
700096	Carrer d'en Paixalet
700097	Plaça de Lola Anglada
700098	Pas de Valls
700099	Estació Renfe Pg Gràcia
700100	Estació Renfe Sant Andreu Arenal
700101	Estació Renfe Clot
700102	Carretera Antiga d'Horta a Cerdanyola
700103	Carrer dels Segadors
700104	Plaça del Sot dels Paletes
700105	Polígon Guineueta Grup
700106	Passatge del Brull
700111	Camí del Cama-sec
700112	Passeig del Bosc de Roquetes
700113	Carrer del Mirador de Llobera
700121	Carrer Longitudinal 7
700122	Carrer Longitudinal 5
700127	Carrer Major de Mercabarna
700128	Carrer Longitudinal 6
700130	Carrer Longitudinal 10
700133	Carrer Transversal 5
700134	Carrer Transversal 8
700140	Carrer Sense Nom (Llerona Balenya)
700142	Plaça de la Torre Llobeta
700143	Plaça de les Corts
700146	Carrer de Comas i Solà
700149	Mercat Canyelles
700151	Plaça de la Cultura
700152	Plaça del Pare Eusebi Millan
700153	Plaça de Carles Cardó i Sanjoan
700154	Plaça del Gall
700155	Carrer de la Festa Major
700156	Plaça de Joan Peiró
700157	Plaça d'Antoni Pérez i Moya
700158	Plaça del General Moragues
700162	Estació Depuradora
700163	Camí del Ciureny
700164	Camí del Pebràs
700165	Camí de la Llenega
700166	Escales de la Font del Mont
700168	Camí de la Múrgola
700169	Camí Boscà
700170	Camí de Can Llavallol
700171	Carrer de Santa Olívia
700172	Parc de Sant Martí
700173	Platja de la Mar Bella
700174	Parc del Clot
700175	Plaça de Can Robacols
700177	Plaça de la Palmera de Sant Martí
700179	Túnel de la Rovira
700182	Jardins de Vil·la Cecília
700183	Parc de Can Sabater
700184	Parc de la Creueta del Coll
700185	Parc de les Aigües
700186	Parc de La Pegaso
700188	E.M. Paral·lel
700189	Parc de l'Espanya Industrial
700190	Plaça d'Isidre Nonell
700191	Carrer de Josep Irla i Bosch
700195	Camí del Carlet
700196	Col·legi Públic Provençals
700198	E.M. Vall d'Hebron
700201	Edifici Colom
700202	Carretera C-17
700204	Jardins de Menéndez y Pelayo
700205	Plaça dels Peixos
700207	Plaça de Castelao
700208	Casa Gusta
700209	Casa Modest Andreu
700210	Granja V de Martí Codolar
700211	S del Crèdit Mercantil
700212	Palau Sessa Larrard
700213	Palau Mornau
700214	Convent dels Àngels
700215	Casa i Capella dels Infants Orfes
700216	Església de la Concepció
700217	Editorial Montaner i Simon
700218	Casa Conrad Roure
700219	Casa del Gremi d'Assaonadors
700220	Capella del Palau
700221	Casa Felip
700222	Casa Manuel Felip
700223	Casa Antònia Putget
700224	Casa Francesc Burés i Borras
700225	Casa Antoni Roger
700226	Casa Tomàs Roger
700227	Casa Antònia Burés
700228	Casa dels Quatre Rius
700229	Taller Masriera
700230	Companyia del Gas Lebon
700231	Casa Pérez Samanillo
700232	Torres Jaume I i Sant Sebastià Trns Aeri
700233	Església de Sant Miquel del Port
700234	Casa Gomis
700235	Torre J Figueras Bellesguard
700236	Convent del Redemptor
700237	Cases dels Canonges
700238	Palau Episcopal
700239	Palau Requesens o Comtessa de Palamós
700240	Església del Carme
700241	Casa Muley Afid
700242	Restes del Antic Convent del Bonsuccés
700243	Casa de Puig
700244	Casa Meca
700245	Can Canet de la Riera
700246	Palau Castell de Ponc
700247	Palau Castanyer
700248	Conservatori Municipal de Música
700249	Can Canals
700250	Casa J Espona
700251	Can Cortada
700252	Palau Sabassona
700253	Església de Santa Maria del Pi
700254	Armera
700255	Capella d'en Marcus
700256	Església de la Mare de Deu de Betlem
700257	Casa Epifani de Fortuny
700258	Casa Jacint Compte
700259	Casa Pau Vilaregut
700260	Casa Torrens i Ptge 1800
700261	Col·legi de Cirurgia
700262	Casa Antonio de Monasterio
700263	Casa Vicens
700264	Col·legi de Sant Ignasi de Loiola
700265	Facultat de Medicina
700266	Casa Pere Company
700267	Casal de Sant Jordi
700268	Casa Salvado
700269	Casa Calvet
700270	Església S Sever i S Carles Borromeu
700271	Casa Pia Batllo
700272	Casa Heribert Pons
700273	Casa Jaime Moysí
700274	Casa Pratjusa
700275	Casa Asols
700276	Casa Juncadella
700277	Casa Fargas
700278	Casa Dolors Calm
700279	Casa Juncosa
700280	Església de la Mare de Deu de Montsió
700281	Casa Antoni Costa
700282	Casa Serra
700283	Convent de Valldonzella
700284	Escultura Deessa
700285	Museu d'Art Modern Parlament Catalunya
700286	Església de la Ciutadella
700287	Palau del Governador
700288	Restaurant de l'Exposició
700289	Hivernacle
700290	Museu Martorell Geologia
700291	Umbracle
700292	Torre de Mas Enrich
700293	Caixa de Barcelona
700294	Torre de Fang
700295	Casa Vilaro
700296	Casa Cervantes
700297	Antic Convent de la Mercè
700298	Mercat del Born
700299	Antic Convent de Sant Agustí
700300	Palau del Baró de Vilagaia
700301	Escola Industrial
700302	Palau Lloctinent i Mirador del Rei Martí
700303	Palau Reial Major Museu Marès
700304	Can Deu
700305	Voltes dels Encants i dels Pintors
700306	Casa Provincial de Maternitat
700307	Casa de la Lactància
700308	Casa Golferichs
700309	Universitat Literària
700310	Cinema Coliseum
700311	Casa Oller
700312	Font de Diana
700313	Casa Maria Robert
700314	Placa de Toros Monumental
700315	Alcaldia de Sants
700316	Casa Bassols
700317	Can Tusquets
700318	Palau dels Marquesos de Sentmenat
700319	Grup Escolar Ramon Llull
700320	Casa Planells
700321	Palau del Baró de Quadras
700322	Casa Terrades o Casa de les Punxes
700323	Casa Sayrach
700324	Cases Almirall
700325	Casa Comalat
700326	Monument a Mossèn Jacint Verdaguer
700327	Església i Convent de Pompeia
700328	Magatzems Generals del Dipòsit
700329	Casa Rabaseda
700330	Casa Berenguer
700331	Casa Clapes
700332	Casa Garriga Nogués
700333	Casa Fabra
700334	Torre Rodona
700335	Casa Ponsich
700336	Casa Rialp
700337	Can Girona
700338	Casa Sastre i Marquès
700339	Capella de la Misericòrdia
700340	Casa de la Misericòrdia
700341	Antic Col.legi Sant Guillem d'Aquitània
700342	Casa R Sala
700343	Església de Santa Maria de Vallvidrera
700344	Font de la Pl d'Espanya
700345	Nou Monestir Benedictí de Montserrat
700346	Casa Odena
700347	Casa Veciana
700348	Antiga Església de la Trinitat
700349	Casa Jeroni Juncadella
700350	Casa Casanovas
700351	la Seca Flassaders
700352	Casa Senillosa
700353	Vapor Vell de Sants
700354	Col·legi de les Teresianes
700355	Capella de les Mares Reparadores
700356	Casa Alemany
700357	Casa Vila
700358	Casa Pomar
700359	Casa Lamadrid
700360	Casa Granell
700361	Casa Pascual i Pons
700362	Palau Marcet
700363	Joieria Roca
700364	Edifici de la Unión y el Fenix Español
700365	Casa Pere Llibre
700366	Casa Malagrida
700367	Casa Lleó Morera
700368	Casa Mulleras
700369	Casa Bonet
700370	Casa Amatller
700371	Casa Batllo
700372	Casa Olano
700373	Casa Vidua Marfa
700374	Casa Enric Batlló
700375	Casa Milà la Pedrera
700376	Casa Codina
700377	Casa Casas
700378	Palau Robert
700379	Casa Garriga
700380	Casa Bonaventura Ferrer
700381	Casa Fuster
700382	Edifici de la Caixa de Barcelona
700383	Masia Can Trilla
700384	Casa Museu Gaudí
700385	Casa Requesens
700386	Can Mariner
700387	Hospital de la Sta Creu i Casa Convalesc
700388	Casa Gene
700389	Casa Bernardí Martorell
700390	Casa Baltasar de Bacardí
700391	Casa Baurier i Jardi
700392	Cases d'en Xifré
700393	Hotel Gótico
700394	Can Planas
700395	Palau d'Alfarràs
700396	Sanatori Antituberculós
700397	Casa de Correus i Telègrafs
700398	Edifici de la Companyia Transmediterrània
700399	Casa Cambó
700400	Caixa Pensions per la Vellesa i Estalvis
700401	Església Mare de Deu Gràcia i Sant Josep
700402	Cases Ramos
700403	Arc d'en Boquer
700404	Casa de la Papallona
700405	Palau Fivaller
700406	Palau Mercader
700407	Casa Bulbena
700408	Casa Baules
700409	Can Valent
700410	Arc de Triomf
700411	Palau de Justícia
700412	Grup Escolar Pere Vila
700413	Can Canals Miralles
700414	Torre del Rellotge
700415	Cases Jeroni F Granell
700417	Palau Montaner
700418	Palau Casades
700419	Casa Iglesias
700420	Casa Thomas
700421	Casa Vallet i Xiro
700422	Temple Expiatori de la Sagrada Família
700423	Casa Evarist Arnus el Pinar
700424	Can Raspall
700425	Torre Llobeta Maragall
700426	Can Querol Fundació Valldejuli
700427	Can Fargas
700428	Porta del Convent de Sant Joan de Jerusa
700429	Església de la Mare de Deu de la Mercè
700430	Font de Neptú
700431	Farmacia Dr Sastre i Marquès
700432	Farmacia Puigoriol
700433	Fàbrica Myrurgia
700434	Portal Casa Miralles
700435	Antiga Fàbrica de Filats Casaramona
700436	Casa de la Carassa
700437	Monestir de Santa Maria de Pedralbes
700438	Conventet
700439	Casa de la Caritat
700440	Casa Puigguriguer Casa de la Custódia
700441	Palau del Marquès de Llio Museu Tèxtil
700442	Palau Nadal
700443	Placeta del Roser
700444	Parc del Carmel
700445	Plaça dels Països Catalans
700446	Plaça de Zenòbia Camprubí
700447	Jardins de Can Batllori
700448	Jardins de Can Feu
700449	Plaça de Nemesi Ponsati
700450	Carrer de Joaquim Puig i Pidemunt
700451	Palau Berenguer d'Aguilar Museu Picasso
700452	Casa del Baró de Castellet Museu Picasso
700453	Asil Bressol del Nen Jesús
700454	Palau Meca Museu Picasso
700455	Palau Dalmases Omnium Cultural
700456	Casa Finestres
700457	Casa Cervello Giudice
700458	Torres Accés Recinte de l'Exposició 1929
700459	Font Màgica
700460	Pavelló de la Ciutat de Barcelona
700461	Mercat Ciutat Meridiana
700462	Palau d'Alfons XIII
700463	Museu d'Art de Catalunya
700464	Ermita de Santa Madroda
700465	Palau Arts Gràfiques Museu Arqueològic
700466	Mercat de les Flors
700467	Museu Etnològic i Colonial
700468	Casa Martí Els Quatre Gats
700469	Casa Carreres
700470	Casa Pares de Plet
700471	Palau Güell Museu del Teatre
700472	Església de l'Esperit Sant
700473	Font del Geni Català
700474	Govern Civil Duana Vella
700475	Casa Collasso
700476	Llotja Borsa i Acad Belles Arts S Jordi
700477	Capella de l'Hospital de Sant Sever
700478	Antiga Pirotècnica Estapé
700479	Església de l'Esperança
700480	Vil·la Helius
700481	Torre Sta Caterina Font del Lleó
700482	Temple Romà
700483	Xemeneies de la Fecsa
700484	Edifici Astoria
700485	Casa Batlles
700486	Pavellons d'Entrada de la Finca Güell
700487	Font de Santa Eulàlia
700488	Antiga Capella de Sant Llàtzer
700489	Hostal del Carme
700490	Can Carabassa Col.legi de Sant Josep
700491	Casa Fontrodona
700492	Casa Barnola
700493	Palau Maldà
700494	Casa Malasch
700496	Casa Congregació de la Puríssima Sang
700497	Casa del Gremi de Revenedors
700498	Can Verdaguer
700499	Palau Moja o del Marquès de Comillas
700500	Casa del Comte de Fonollar
700501	Palau Magarola
700502	Casa Josep Martí i Fàbregas
700503	Casa Jover
700504	Font de Santa Anna
700505	Palau Marimón
700506	Palau Solterra Barbera
700507	Catalana de Gas i Electricidad
700508	Monument a Cristòfor Colom
700509	Reials Drassanes Museu Marítim
700510	Junta d'Obres del Port
700511	Can Móra Portell 11
700512	Casa Malet
700513	Casa Puig i Cadafalch
700514	Casa Ferrer Vidal
700515	Cases Armenteras i Parellada
700516	Estació Superior Funicular Vallvidrera
700517	Can Culleretes
700518	Antiga Foneria de Canons
700519	Convent de Santa Mònica
700520	Casa March de Reus
700521	Casa Xuriguer
700522	Teatre Principal
700523	Monument a Serafi Pitarra
700524	Casa Fradera
700525	Antic Col·legi de Sant Angelo
700526	Antic Col·legi de Sant Bonaventura
700527	Teatre del Liceu
700528	Casa Doctor Genove
700529	Casa Bruno Quadros
700530	Antiga Botiga Bruno Cuadros
700531	Antiga Casa Figueres
700532	Palau de la Virreina
700533	Casa Francesc Piña
700534	Companyia de Tabacs de Filipines
700535	Reial Academia de Ciències i Arts
700536	Casa Josefa Nadal
700537	Hotel Lloret
700538	Monument Equestre a Ramón Berenguer III
700539	Porxos del Rec
700540	Casa dels Gualbes
700541	Palau Reial Major Saló del Tinell
700542	Capella de Santa Àgueda
700543	Casa Padellas
700544	Can Sert
700545	Casa Comas d'Argemir
700546	Seu Districte de Gràcia
700547	Cases Cabot
700548	Torre d'Aigües
700549	Casa Pere Salisachs
700550	Casa Josefa Villanueva
700551	Centre Moral de Gràcia
700552	Claustre de Santa Maria de Jerusalem
700553	Font del Xato
700554	Grup Escolar Baixeras
700555	Casa Elena Castellano
700556	Església de Santa Anna
700557	Església de Santa Eulàlia de Vilapicina
700558	Can Baste
700559	Artes Sta Eulàlia VI
700560	Església de Sant Agustí Nou
700561	Casa de l'Ardiaca i del Degà
700562	Església de Santa Maria del Mar
700563	Font de Santa Maria
700564	Casa de la Generalitat
700565	Antiga Església de Sant Antoni Abat
700566	Hospital de la Santa Creu i Sant Pau
700567	Grup Escolar la Farigola
700568	Torre de Sant Jordi
700569	Església de Sant Felip Neri
700570	Casa del Gremi de Calderers
700571	Casa del Gremi dels Sabaters
700572	Can Safont
700573	Torre Castanyer
700574	Col·legi de Jesús Maria
700575	la Rotonda
700576	Casa Moxo
700577	Casa Morell
700578	Palau del Marquès de Sta Isabel
700579	Església i Convent de les Saleses
700580	Casa Macaya
700581	Font d'Hèrcules
700582	Monument a J Anselm Clavé
700583	Font de Sant Just
700584	Palau Moixo
700585	Església dels Sants Just i Pastor
700586	Can Cadena
700587	Arno
700588	Palau Centelles
700589	Hotel España
700590	Església de Sant Pau del Camp
700591	Grup Escolar Collaso Gil
700592	Església de Sant Pere de les Puel·les
700593	Casa Teixidor
700594	Monument a Rafael de Casanovas
700595	Col·legi de l'Art Major de la Seda
700596	Palau de la Música Catalana
700597	Atheneum Polytecnicum
700598	Institut Teatre i Biblioteca Popular
700599	Palau Dou Grup Escolar Cervantes
700600	Palau dels Marquesos d'Alós
700601	Casa Gironella
700602	Església de Sant Sever
700603	Església de la Mare de Deu del Coll
700604	Santuari de Sant Josep de la Muntanya
700605	Esglesia de Sant Vicenç de Sarrià
700606	Casa Llansa
700607	Catedral de Barcelona
700608	Cases de la Canonja i de la Pia Almoina
700609	Can Fuster Torre Figuerola
700610	Oratori de Sant Felip Neri
700611	Casa Magarola
700612	Monument al Doctor Robert
700613	Casa Roviralta el Frare Blanc
700614	Casa Fornells
700615	Casa Muntadas
700616	Casa Casacuberta
700617	Torre Pastor de Cruilles Resi Mater Salv
700618	Casa Bloc
700619	les Carasses Grup Escolar Ignasi Iglesia
700620	Dispensari Antituberculós
700621	Paviments Escofet
700622	Casa Domènech i Estapa
700623	Casa Santurce
700624	Casa Elizalde
700625	Casa Llopis Bofill
700626	Torre de Sant Joan Escola Cases
700627	Orfelinat Ribas
700628	Can Besora
700630	Plaça de Puigcerdà
700631	Casa Gallart
700632	Casa Tosquella
700633	Estació Inferior del Funicular de Vallvidrera
700634	Can Mestres
700635	Casa Manuel Dolcet Escola Eina
700636	Can Calopa de Dalt
700637	Cercle Barcelonès de Sant Josep
700638	Necròpolis Romana
700639	Hidroelèctrica Catalunya
700640	Parròquia de Sant Joan de Gràcia
700641	Institut Agrícola Català de Sant Isidre
700642	Platja de la Nova Icària
700643	Platja de la Nova Mar Bella
700644	Platja de Sant Sebastià
700645	Plaça de Miquel Casablancas i Joanico
700647	Escales de Llobera
700648	Carrer del Moixeró
700649	Plaça de Carles Pi i Sunyer
700650	Carrer de Carles Riba
700651	Avinguda de l'Estatut de Catalunya
700652	Mirador de Torre Baró
700653	Carrer de Josep Solé i Barberà
700654	Avinguda del Litoral
700655	Carrer d'Arnold Schönberg
700656	Camí del Fredolic
700658	Carrer de Mossèn Batlle
700659	Plaça de Buenaventura Durruti
700661	Carrer de Joan Miró
700662	Carrer de Salvador Espriu
700663	Carrer de Rosa Sensat
700664	Carrer de l'Arquitecte Sert
700665	Carrer de Frederic Mompou
700666	Carrer de Joan Oliver
700667	Carrer de Jaume Vicens i Vives
700669	Carrer de Moscou
700671	Plaça de Tirant lo Blanc
700672	Carrer de Munic
700673	Carrer d'Hèlsinki
700674	Carrer d'Amsterdam
700675	Carrer d'Anvers
700676	Carrer de Seül
700677	Carrer d'Estocolm
700678	Carrer de Melbourne
700679	Carrer de Los Angeles
700680	Carrer de Saint Louis
700681	Plaça de Rafael Benet
700682	Carrer de la Fonolleda
700683	E.M. Tarragona
700684	Carrer de Víctor Jara
700685	Plaça de Margarida Xirgu
700686	Plaça de Rosa Sabater
700687	Jardins de Jaume Vicens i Vives
700689	Plaça de l'Abat Escarré
700690	Passeig del Migdia
700691	Passeig de Don Quixot
700692	Platja del Bogatell
700693	Port Olímpic
700695	Moll de Marina
700696	Moll de Mestral
700697	Moll de Gregal
700699	Dic Trencaones
700700	Plaça d'Espronceda
700701	Carrer del Doctor Font i Quer
700702	Carrer de l'Anoia
700703	Carrer del Gaià
700704	Placeta de Creu de Magòria
700705	Plaça de Palestina
700706	Carrer de la Muga
700707	Plaça Roja de la Ciutat Meridiana
700708	Carrer de Sallent
700709	Carrer de l'Onyar
700710	Escales del Polvorí
700711	Plaça del Primer de Maig
700712	Escales de Can Besora
700713	Carrer del Coure
700714	Carrer del Platí
700715	Plaça d'Albert Badia i Mur
700716	Plaça del Sòl de Baix
700717	Placeta del Pedraforca
700718	Placeta de Can Garriga
700719	Plaça del Ram de l'Aigua
700720	Travessia de Castellfollit
700721	Carrer de Gerard Piera
700724	Casa de la Canonja
700725	Carrer de Batista i Roca
700726	Pla de les Madres de la Plaza de Mayo
700727	Jardins de la Indústria
700728	Parc de la Unitat
700729	Plaça de Félix Rodríguez de la Fuente
700730	Carrer de la Foixarda
700731	Carrer de Jordi Rubió i Balaguer
700733	Carrer de l'Avet
700734	Carrer del Bedoll
700735	Jardins del Doctor Samuel Hahnemann
700736	Jardins de Caterina Albert
700738	Camí del Faig
700739	Jardins de Salvador Espriu
700740	Jardins de la Sedeta
700741	Camí de la Savina
700742	Plaça del Mig de Can Clos
700743	Jardins de Marià Cañardo i Lacasta
700744	Plaça de Diagonal Mar
700745	Carrer d'Antoni Alberdi
700746	Jardins de Fontserè i Mestre
700747	Espigó de Bac de Roda
700748	Carrer del Bisbe Josep Climent
700749	Espigó del Bogatell
700750	Espigó de la Mar Bella
700752	Parc de Carles I
700753	Carrer de Dolça de Provença
700754	Passatge de la Ferradura
700755	Parc del Poblenou
700756	Passeig Marítim del Bogatell
700757	Passeig Marítim de Nova Icària
700758	Passeig Marítim del Port Olímpic
700759	Parc de Nova Icària
700760	Parc del Port Olímpic
700761	Carrer de Torre Melina
700762	Carrer de Lluís Solé i Sabarís
700764	Carretera C-16
700765	Escorxador
700766	Parc Esportiu de la Mar Bella
700767	Jardins de Rubió i Tudurí
700768	Passeig Marítim de la Mar Bella
700769	Mercabarna Gasolinera
700770	Macro (Mercabarna)
700771	Mercat Central de Fruites i Verdures B
700772	Mercat Central de Fruites i Verdures C
700773	Mercat Central de Fruites i Verdures D
700774	Mercat Central de Fruites i Verdures E
700775	Mercat Central de Fruites i Verdures F
700776	Mercat Central de Fruites i Verdures G
700777	Mercat del Peix
700779	Plaça de les Caramelles
700780	Plaça del Maresme
700781	Estació Renfe Cantunis
700782	Carrer d'Aurora Bertrana
700783	Carrer de Can Segalar
700784	Carretera del Cementiri de Collserola
700785	Carrer de Can Ràbia
700786	Espigó del Gas
700788	Nus de la Trinitat
700790	Ronda de Dalt
700793	Parc Esportiu de Can Dragó
700794	Carrer de Can Valero
700795	Camí de la Foixarda
700796	Carrer dels Jocs del 92
700798	Carrer de Pierre de Coubertin
700799	Parc del Pla de Fornells
700800	Camí del Salze
700801	Carrer dels Vivers
700802	Plaça de Josep Maria Huertas Claveria
700803	Plaça dels Ocellets
700804	Carrer de Haifa
700805	Plaça de Robert Gerhard
700807	Plaça de Ricard Zamora
700808	Plaça d'Olof Palme
700809	Plaça de Valdivia
700811	Avinguda d'Albert Bastardas
700812	Avinguda de Can Marcet
700813	Carrer del Doctor Aiguader
700815	Carrer de Miguel Hernández
700816	Carrer de Carles Soldevila
700817	Carrer de Juan Ramón Jiménez
700818	Carrer de Ja-hi-som
700819	Plaça del Doctor Pere Franquesa
700820	Escullera del Poblenou
700821	Moll de Xaloc
700822	Avinguda de Martí-Codolar
700823	Carrer de Coll i Alentorn
700824	Carrer de les Basses d'Horta
700825	Carrer de la Granja Vella
700827	Avinguda del Cardenal Vidal i Barraquer
700828	Carrer del Pare Mariana
700829	Carrer de Can Travi
700830	Carrer de l'Arquitecte Moragas
700832	Plaça de Josep Pallach
700833	Plaça de Joan Cornudella
700835	Zoo
700836	E.M. Montbau
700838	E.M. La Pau
700839	E.M. Llucmajor
700842	Placeta de Charlot
700864	Plaça de César Vallejo
700865	Carrer d'Ignasi Agustí
700866	Plaça de la Pau
700867	Plaça d'Isabel de Villena
700868	Carrer de Riudaura
700869	Parc de l'Estació del Nord
700870	Jardins de Walter Benjamin
700871	Jardins de Ca n'Altimira
700872	Parc de la Trinitat
700882	Plaça dels Campions
700884	Plaça dels Voluntaris Olímpics
700885	Parc de les Cascades
700886	Plaça del Llagut
700887	Carrer del Poliol
700888	Jardins d'Atlanta
700889	Jardins de Can Cuiàs
700891	Jardins dels Doctors Dolsa
