CODI_CARRER,NUMPOST,LLEPOST,TIPUSNUM,DTE,DIST_POST,SECC_CENS,SECC_EST,BARRI,ED50_COORD_X,ED50_COORD_Y,ETRS89_COORD_X,ETRS89_COORD_Y,LONGITUD,LATITUD
311500,1, ,1,1,1,15,134,1,430312.227,4581540.551,430220.296,4581339.623,2.165478,41.380555
311500,2, ,2,1,1,14,133,1,430316.692,4581550.162,430224.761,4581349.234,2.16553,41.380642
311500,3, ,1,1,1,15,134,1,430308.716,4581547.504,430216.785,4581346.576,2.165435,41.380617
311500,4, ,2,1,1,14,133,1,430316.692,4581550.162,430224.761,4581349.234,2.16553,41.380642
311500,5, ,1,1,1,15,134,1,430304.698,4581555.424,430212.767,4581354.496,2.165386,41.380688
311500,6, ,2,1,1,14,133,1,430311.332,4581560.763,430219.401,4581359.835,2.165464,41.380737
311500,7, ,1,1,1,15,134,1,430301.732,4581561.245,430209.801,4581360.317,2.16535,41.38074
311500,8, ,2,1,1,14,133,1,430307.054,4581569.18,430215.123,4581368.252,2.165412,41.380812
311500,9, ,1,1,1,15,134,1,430298.889,4581566.814,430206.958,4581365.886,2.165315,41.38079
311500,10, ,2,1,1,14,133,1,430303.786,4581575.59,430211.855,4581374.662,2.165373,41.38087
311500,11, ,1,1,1,15,134,1,430295.596,4581573.251,430203.665,4581372.323,2.165275,41.380848
311500,12, ,2,1,1,14,133,1,430300.177,4581582.654,430208.246,4581381.726,2.165329,41.380933
311500,13, ,1,1,1,15,136,1,430288.387,4581587.837,430196.456,4581386.909,2.165187,41.380979
311500,14, ,2,1,1,14,133,1,430296.076,4581590.666,430204.145,4581389.738,2.165279,41.381005
311500,15, ,1,1,1,15,136,1,430284.489,4581595.337,430192.559,4581394.409,2.16514,41.381046
311500,16, ,2,1,1,14,133,1,430292.034,4581598.546,430200.103,4581397.618,2.165229,41.381076
311500,17, ,1,1,1,15,136,1,430280.459,4581603.082,430188.529,4581402.154,2.16509,41.381115
311500,18, ,2,1,1,17,137,1,430284.016,4581613.76,430192.086,4581412.831,2.165132,41.381212
311500,19, ,1,1,1,15,136,1,430277.212,4581609.317,430185.282,4581408.389,2.165051,41.381171
311500,20, ,2,1,1,17,137,1,430279.804,4581621.862,430187.874,4581420.933,2.16508,41.381285
311500,21, ,1,1,1,15,136,1,430273.756,4581615.95,430181.826,4581415.021,2.165009,41.381231
311500,22, ,2,1,1,17,137,1,430275.722,4581629.71,430183.792,4581428.781,2.165031,41.381355
311500,23, ,1,1,1,15,136,1,430269.214,4581624.661,430177.284,4581423.732,2.164953,41.381309
311500,24, ,2,1,1,17,137,1,430271.42,4581637.982,430179.49,4581437.053,2.164978,41.381429
311500,25, ,1,1,1,15,137,1,430260.154,4581642.228,430168.224,4581441.299,2.164843,41.381466
311500,26, ,2,1,1,17,137,1,430267.156,4581646.179,430175.226,4581445.25,2.164926,41.381502
311500,27, ,1,1,1,15,137,1,430254.736,4581652.683,430162.806,4581451.754,2.164777,41.38156
311500,28, ,2,1,1,17,137,1,430262.958,4581654.249,430171.028,4581453.32,2.164875,41.381575
311500,28,B,2,1,1,17,137,1,430258.445,4581662.937,430166.515,4581462.008,2.16482,41.381653
311500,29, ,1,1,1,15,137,1,430250.179,4581661.48,430158.249,4581460.551,2.164722,41.381639
311500,30, ,2,1,1,17,139,1,430240.034,4581691.208,430148.104,4581490.279,2.164597,41.381906
311500,31, ,1,1,1,15,139,1,430239.787,4581679.188,430147.857,4581478.259,2.164595,41.381797
311500,32, ,2,1,1,16,140,1,430212.83,4581730.018,430120.9,4581529.088,2.164267,41.382253
311500,33, ,1,1,1,15,139,1,430232.224,4581689.919,430140.294,4581488.99,2.164504,41.381893
311500,34, ,2,1,1,16,140,1,430212.83,4581730.018,430120.9,4581529.088,2.164267,41.382253
311500,35, ,1,1,1,15,139,1,430225.76,4581699.094,430133.83,4581498.165,2.164425,41.381975
311500,37, ,1,1,1,16,140,1,430213.508,4581716.584,430121.578,4581515.655,2.164277,41.382132
311500,39, ,1,1,1,16,140,1,430204.636,4581729.355,430112.706,4581528.425,2.164169,41.382246
