NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;426867.374;4583183.573;1
2;426870.663;4583168.144;2
2B;426870.663;4583168.144;2B
3;426870.784;4583179.463;3
4;426879.551;4583157.521;4
5;426874.400;4583175.107;5
6;426883.213;4583153.138;6
7;426877.768;4583171.049;7
8;426886.457;4583149.230;8
9;426882.939;4583164.815;9
10;426890.276;4583144.709;10
11;426882.939;4583164.815;11
12;426893.450;4583140.890;12
13;426890.114;4583156.164;13
14;426898.087;4583135.343;14
15;426894.671;4583150.672;15
16;426898.087;4583135.343;16
17;426899.471;4583144.842;17
18;426902.799;4583129.705;18
19;426901.987;4583141.856;19
20;426913.355;4583116.987;20
21;426906.857;4583135.993;21
23;426918.805;4583121.734;23
