NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
2;427859.641;4577876.669;2
2U;427841.391;4577867.495;2U
4;427859.641;4577876.669;4
4U;427841.391;4577867.495;4U
6;427859.641;4577876.669;6
6U;427841.391;4577867.495;6U
8;427859.641;4577876.669;8
8U;427841.391;4577867.495;8U
10;427859.641;4577876.669;10
10U;427841.391;4577867.495;10U
12;427806.900;4577943.217;12
12U;427829.539;4577902.957;12U
14;427806.900;4577943.217;14
16;427806.900;4577943.217;16
18;427806.900;4577943.217;18
18U;427780.431;4577970.128;18U
20;427806.900;4577943.217;20
20U;427754.934;4578003.038;20U
22;427736.154;4578020.107;22
24;427736.154;4578020.107;24
26;427713.846;4578053.289;26
28;427713.846;4578053.289;28
30;427713.846;4578053.289;30
32;427694.140;4578101.622;32
34;427694.140;4578101.622;34
36;427644.409;4578166.836;36
38;427626.235;4578200.612;38
40;427626.235;4578200.612;40
42;427626.235;4578200.612;42
42B;427608.101;4578233.604;42B
44;427590.786;4578264.565;44
46;427590.786;4578264.565;46
48;427590.786;4578264.565;48
48B;427579.233;4578286.482;48B
50;427577.014;4578291.442;50
52X;427531.813;4578346.604;52X
54;427463.070;4578481.995;54
56;427463.070;4578481.995;56
58;427463.070;4578481.995;58
60;427463.070;4578481.995;60
62;427463.070;4578481.995;62
64;427463.070;4578481.995;64
66;427463.070;4578481.995;66
68;427463.070;4578481.995;68
70;427463.070;4578481.995;70
