NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;433052.816;4582163.383;1
2;433077.843;4582137.795;2
3;433052.816;4582163.383;3
4;433077.843;4582137.795;4
5;433052.816;4582163.383;5
6;433077.843;4582137.795;6
7;433052.816;4582163.383;7
8;433077.843;4582137.795;8
9;433052.816;4582163.383;9
10;433077.843;4582137.795;10
11;433052.816;4582163.383;11
12;433077.843;4582137.795;12
13;433052.816;4582163.383;13
14;433077.843;4582137.795;14
15;433052.816;4582163.383;15
16;433077.843;4582137.795;16
17;433052.816;4582163.383;17
18;433077.843;4582137.795;18
19;433052.816;4582163.383;19
20;433077.843;4582137.795;20
21;433052.816;4582163.383;21
22;433077.843;4582137.795;22
23;433052.816;4582163.383;23
24;433077.843;4582137.795;24
25;433052.816;4582163.383;25
26;433077.843;4582137.795;26
27;433052.816;4582163.383;27
28;433077.843;4582137.795;28
29;433052.816;4582163.383;29
30;433077.843;4582137.795;30
31;433052.816;4582163.383;31
32;433077.843;4582137.795;32
33;433052.816;4582163.383;33
34;433077.843;4582137.795;34
35;433052.816;4582163.383;35
36;433077.843;4582137.795;36
37;433052.816;4582163.383;37
38;433077.843;4582137.795;38
39;433052.816;4582163.383;39
40;433077.843;4582137.795;40
41;433052.816;4582163.383;41
42;433077.843;4582137.795;42
43;433052.816;4582163.383;43
44;433077.843;4582137.795;44
45;433052.816;4582163.383;45
46;433077.843;4582137.795;46
47;433052.816;4582163.383;47
