NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;430423.323;4586308.189;1
2;430446.902;4586303.829;2
2B;430427.765;4586300.147;2B
3;430444.533;4586319.136;3
4;430446.902;4586303.829;4
5;430444.533;4586319.136;5
6;430457.553;4586317.190;6
7;430444.533;4586319.136;7
8;430457.553;4586317.190;8
9;430447.103;4586355.049;9
10;430462.699;4586331.676;10
11;430447.103;4586355.049;11
12;430462.699;4586331.676;12
13;430447.103;4586355.049;13
14;430461.507;4586347.081;14
15;430447.103;4586355.049;15
16;430461.507;4586347.081;16
17;430441.960;4586374.521;17
18;430453.476;4586377.182;18
19;430439.243;4586384.981;19
20;430453.476;4586377.182;20
21;430439.243;4586384.981;21
22;430453.476;4586377.182;22
23;430434.530;4586404.559;23
24;430446.280;4586406.189;24
25;430434.530;4586404.559;25
26;430450.718;4586430.716;26
27;430434.530;4586404.559;27
28;430450.718;4586430.716;28
29;430434.530;4586404.559;29
30;430450.718;4586430.716;30
32;430463.645;4586450.239;32
