NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427807.077;4580600.557;1
2;427801.841;4580594.688;2
3;427807.735;4580597.664;3
4;427802.936;4580589.606;4
5;427809.093;4580591.685;5
6;427803.721;4580586.542;6
7;427811.791;4580587.292;7
8;427804.655;4580581.010;8
9;427812.831;4580582.913;9
10;427805.366;4580577.701;10
11;427815.198;4580572.842;11
12;427807.947;4580567.923;12
13;427817.189;4580564.356;13
14;427810.137;4580557.439;14
15;427820.038;4580552.202;15
16;427811.001;4580554.295;16
17;427822.766;4580540.536;17
18;427813.116;4580544.740;18
19;427824.793;4580531.932;19
20;427813.116;4580544.740;20
21;427826.076;4580526.374;21
22;427813.116;4580544.740;22
