NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;423343.939;4585470.292;1
2;423335.230;4585670.254;2
3;423343.939;4585470.292;3
4;423335.230;4585670.254;4
5;423372.124;4585663.428;5
6;423335.230;4585670.254;6
7;423372.124;4585663.428;7
8;423294.053;4585763.686;8
9;423285.063;4585742.667;9
10;423294.053;4585763.686;10
11;423285.063;4585742.667;11
12;423288.151;4585813.720;12
13;423276.834;4585803.267;13
14;423483.380;4585815.660;14
15;423276.834;4585803.267;15
16;423483.380;4585815.660;16
17;423341.816;4585823.927;17
18;423483.380;4585815.660;18
19;423529.279;4585803.508;19
20;423483.380;4585815.660;20
21;423529.279;4585803.508;21
22;423483.380;4585815.660;22
23;423529.279;4585803.508;23
24;423483.380;4585815.660;24
25;423529.279;4585803.508;25
26;423547.119;4585884.184;26
27;423529.279;4585803.508;27
28;423590.174;4585963.481;28
29;423529.279;4585803.508;29
30;423590.174;4585963.481;30
31;423529.279;4585803.508;31
32;423591.509;4586063.324;32
33;423529.279;4585803.508;33
34;423591.509;4586063.324;34
35;423529.279;4585803.508;35
36;423603.456;4586087.673;36
37;423529.279;4585803.508;37
38;423597.626;4586090.785;38
38I;423596.979;4586129.576;38I
39;423529.279;4585803.508;39
40;423581.154;4586080.008;40
41;423583.610;4586060.063;41
42;423565.992;4586062.344;42
43;423560.120;4586044.983;43
