NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;434157.303;4583771.615;1
1X;434166.927;4583760.797;1X
2;434174.487;4583786.869;2
2X;434183.934;4583777.240;2X
3X;434148.199;4583781.664;3X
4;434154.245;4583807.472;4
4S;434169.730;4583798.435;4S
4X;434166.526;4583794.667;4X
5;434122.551;4583807.334;5
5B;434122.551;4583807.334;5B
6;434154.245;4583807.472;6
7;434122.551;4583807.334;7
7B;434122.551;4583807.334;7B
8;434124.799;4583837.716;8
9;434122.551;4583807.334;9
10;434124.799;4583837.716;10
11;434020.599;4583905.544;11
13;434020.599;4583905.544;13
15X;433991.749;4583928.360;15X
