NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427807.776;4579785.141;1
2;427723.987;4579806.195;2
3;427807.776;4579785.141;3
4;427723.987;4579806.195;4
5;427768.684;4579774.837;5
6;427723.987;4579806.195;6
7;427768.684;4579774.837;7
8;427723.987;4579806.195;8
9;427768.684;4579774.837;9
10;427723.987;4579806.195;10
11;427737.603;4579763.335;11
11E;427736.689;4579801.842;11E
12;427723.987;4579806.195;12
13;427737.603;4579763.335;13
14;427723.987;4579806.195;14
15;427721.096;4579756.764;15
16A;427660.131;4579781.848;16A
16B;427674.411;4579787.249;16B
17;427721.096;4579756.764;17
18;427589.969;4579762.941;18
18X;427570.456;4579757.894;18X
19;427704.337;4579750.096;19
20X;427546.094;4579752.211;20X
22;427509.932;4579743.305;22
23X;427616.952;4579715.224;23X
24;427509.932;4579743.305;24
25X;427570.644;4579703.642;25X
26X;427489.995;4579738.303;26X
27;427523.012;4579692.223;27
28;427477.473;4579735.097;28
