NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;426557.822;4583345.460;1
2;426554.162;4583352.499;2
3;426557.822;4583345.460;3
4;426554.162;4583352.499;4
5;426544.723;4583336.779;5
6;426534.727;4583339.463;6
7;426544.723;4583336.779;7
8;426534.727;4583339.463;8
9;426513.322;4583316.107;9
10;426506.174;4583320.494;10
11;426513.322;4583316.107;11
11B;426499.215;4583306.477;11B
12;426506.174;4583320.494;12
13;426491.202;4583301.202;13
14;426488.486;4583308.669;14
16;426488.486;4583308.669;16
