NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;433816.414;4584933.115;1
2;433822.331;4584925.281;2
2B;433818.026;4584921.098;2B
3;433826.802;4584943.116;3
3B;433830.022;4584946.259;3B
4;433826.651;4584929.479;4
5;433836.738;4584953.062;5
6;433831.027;4584933.730;6
7;433836.738;4584953.062;7
8;433835.152;4584937.738;8
9;433849.913;4584965.773;9
10;433839.503;4584941.956;10
11;433849.913;4584965.773;11
12;433843.561;4584945.907;12
13;433859.678;4584975.178;13
13B;433864.086;4584979.479;13B
14;433847.827;4584950.111;14
14A;433850.928;4584946.030;14A
14B;433853.244;4584942.557;14B
15;433868.504;4584983.743;15
15B;433861.272;4584993.105;15B
15I;433865.037;4584988.609;15I
16;433851.685;4584953.808;16
16B;433855.648;4584957.658;16B
16I;433860.784;4584943.013;16I
17;433881.320;4584996.193;17
18;433860.318;4584962.201;18
18B;433864.496;4584966.265;18B
19;433881.320;4584996.193;19
20;433869.714;4584971.145;20
20B;433871.848;4584973.373;20B
21;433881.320;4584996.193;21
21U;433888.939;4585003.536;21U
22;433878.234;4584979.651;22
24;433885.602;4584986.816;24
26;433893.491;4584994.526;26
