NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;425470.678;4582156.710;1
2;425474.025;4582181.167;2
2B;425499.249;4582163.662;2B
3;425470.678;4582156.710;3
4;425474.025;4582181.167;4
5;425470.678;4582156.710;5
6;425474.025;4582181.167;6
7;425393.625;4582215.874;7
8;425436.190;4582207.767;8
9;425393.625;4582215.874;9
10;425420.800;4582218.620;10
11;425393.625;4582215.874;11
12;425395.395;4582244.800;12
12X;425400.431;4582233.151;12X
13;425393.625;4582215.874;13
14;425395.395;4582244.800;14
