CODI_CARRER,NUMPOST,LLEPOST,TIPUSNUM,DTE,DIST_POST,SECC_CENS,SECC_EST,BARRI,ED50_COORD_X,ED50_COORD_Y,ETRS89_COORD_X,ETRS89_COORD_Y,LONGITUD,LATITUD
188403,1,B,1,5,34,17,154,23,426828.88,4582959.866,426736.982,4582758.926,2.123652,41.393028
188403,1, ,1,5,34,16,151,23,426865.693,4582982.292,426773.794,4582781.352,2.12409,41.393234
188403,2,B,2,5,34,17,154,23,426844.732,4582955.599,426752.834,4582754.659,2.123842,41.392991
188403,2,A,2,5,34,17,154,23,426831.573,4582947.609,426739.675,4582746.669,2.123686,41.392918
188403,2, ,2,5,34,17,154,23,426887.89,4582981.804,426795.991,4582780.864,2.124355,41.393231
188403,3, ,1,5,34,16,151,23,426865.693,4582982.292,426773.794,4582781.352,2.12409,41.393234
188403,4, ,2,5,34,17,154,23,426887.89,4582981.804,426795.991,4582780.864,2.124355,41.393231
188403,5, ,1,5,34,16,151,23,426884.588,4582993.756,426792.689,4582792.816,2.124314,41.393339
188403,6, ,2,5,34,17,154,23,426887.89,4582981.804,426795.991,4582780.864,2.124355,41.393231
188403,7, ,1,5,34,16,151,23,426884.588,4582993.756,426792.689,4582792.816,2.124314,41.393339
188403,8, ,2,5,34,17,154,23,426887.89,4582981.804,426795.991,4582780.864,2.124355,41.393231
188403,9, ,1,5,34,16,151,23,426904.872,4583006.061,426812.973,4582805.121,2.124555,41.393451
188403,10, ,2,5,34,17,154,23,426887.89,4582981.804,426795.991,4582780.864,2.124355,41.393231
188403,11, ,1,5,34,16,150,23,426948.308,4583035.652,426856.409,4582834.711,2.125071,41.393722
188403,12, ,2,5,34,17,154,23,426887.89,4582981.804,426795.991,4582780.864,2.124355,41.393231
188403,13, ,1,5,34,16,150,23,426965.326,4583046.088,426873.427,4582845.147,2.125274,41.393817
188403,14, ,2,5,34,17,154,23,426887.89,4582981.804,426795.991,4582780.864,2.124355,41.393231
188403,15, ,1,5,34,16,150,23,426976.358,4583052.706,426884.458,4582851.765,2.125405,41.393878
188403,16, ,2,5,34,18,152,23,426968.604,4583027.982,426876.705,4582827.041,2.125315,41.393655
188403,17, ,1,5,34,16,150,23,426988.856,4583060.206,426896.956,4582859.265,2.125553,41.393947
188403,18, ,2,5,34,18,152,23,426968.604,4583027.982,426876.705,4582827.041,2.125315,41.393655
188403,19, ,1,5,34,16,150,23,427001.482,4583067.878,426909.582,4582866.937,2.125703,41.394017
188403,20, ,2,5,34,18,152,23,426968.604,4583027.982,426876.705,4582827.041,2.125315,41.393655
188403,21, ,1,5,34,16,150,23,427009.646,4583072.76,426917.746,4582871.819,2.125801,41.394062
188403,22, ,2,5,34,18,152,23,426968.604,4583027.982,426876.705,4582827.041,2.125315,41.393655
188403,23, ,1,5,34,16,150,23,427009.646,4583072.76,426917.746,4582871.819,2.125801,41.394062
188403,24, ,2,5,34,18,152,23,426968.604,4583027.982,426876.705,4582827.041,2.125315,41.393655
188403,25, ,1,5,34,16,149,23,427059.708,4583107.731,426967.808,4582906.79,2.126395,41.394381
188403,26, ,2,5,34,18,152,23,427002.015,4583048.3,426910.115,4582847.359,2.125712,41.393841
188403,27, ,1,5,34,16,149,23,427059.708,4583107.731,426967.808,4582906.79,2.126395,41.394381
188403,28, ,2,5,34,18,152,23,427011.702,4583054.182,426919.802,4582853.241,2.125827,41.393895
188403,29, ,1,5,34,16,149,23,427071.496,4583116.764,426979.596,4582915.822,2.126535,41.394464
188403,30, ,2,5,34,18,152,23,427011.702,4583054.182,426919.802,4582853.241,2.125827,41.393895
188403,30,B,2,5,34,18,152,23,427019.007,4583058.64,426927.107,4582857.699,2.125914,41.393935
188403,31,I,1,5,34,16,149,23,427063.954,4583142.814,426972.054,4582941.872,2.126442,41.394698
188403,31, ,1,5,34,16,149,23,427082.948,4583125.534,426991.048,4582924.592,2.126671,41.394544
188403,32, ,2,5,34,19,148,23,427060.282,4583086.554,426968.382,4582885.613,2.126404,41.39419
188403,33, ,1,5,34,16,149,23,427101.044,4583139.376,427009.143,4582938.434,2.126886,41.39467
188403,34, ,2,5,34,19,148,23,427071.574,4583095.252,426979.674,4582894.311,2.126538,41.39427
188403,35, ,1,5,34,16,149,23,427101.044,4583139.376,427009.143,4582938.434,2.126886,41.39467
188403,36, ,2,5,34,19,148,23,427083.589,4583104.504,426991.688,4582903.563,2.126681,41.394354
188403,38, ,2,5,34,19,148,23,427095.674,4583113.812,427003.773,4582912.87,2.126824,41.394439
188403,40, ,2,5,34,19,148,23,427111.68,4583126.139,427019.779,4582925.197,2.127014,41.394552
188403,42, ,2,5,34,19,148,23,427111.68,4583126.139,427019.779,4582925.197,2.127014,41.394552
