NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;425899.553;4576092.441;1
2;425910.792;4576113.681;2
3;425899.553;4576092.441;3
4;425910.792;4576113.681;4
5;425899.553;4576092.441;5
6;425910.792;4576113.681;6
7;425860.982;4576109.756;7
8;425910.792;4576113.681;8
9;425860.982;4576109.756;9
10;425910.792;4576113.681;10
11;425860.982;4576109.756;11
12;425867.471;4576140.444;12
13;425813.871;4576137.576;13
14;425867.471;4576140.444;14
15;425813.871;4576137.576;15
16;425867.471;4576140.444;16
17;425813.871;4576137.576;17
18;425867.471;4576140.444;18
19;425813.871;4576137.576;19
20;425867.471;4576140.444;20
21;425780.268;4576153.482;21
22;425867.471;4576140.444;22
23;425780.268;4576153.482;23
24;425801.889;4576177.859;24
25;425716.279;4576183.883;25
26;425801.889;4576177.859;26
27;425716.279;4576183.883;27
28;425705.505;4576226.719;28
29;425716.279;4576183.883;29
30;425705.505;4576226.719;30
31;425716.279;4576183.883;31
32;425705.505;4576226.719;32
33;425716.279;4576183.883;33
34;425705.505;4576226.719;34
35;425716.279;4576183.883;35
36;425705.505;4576226.719;36
38;425705.505;4576226.719;38
