NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;432169.239;4580948.466;1
2;432171.059;4580939.106;2
3;432185.607;4580953.413;3
4;432188.339;4580944.117;4
5;432200.428;4580957.789;5
6;432203.283;4580948.492;6
7;432215.024;4580962.011;7
8;432217.643;4580952.707;8
9;432229.113;4580966.209;9
10;432232.230;4580957.001;10
11;432243.236;4580970.313;11
12;432246.388;4580961.116;12
13;432258.219;4580974.459;13
14;432260.499;4580965.217;14
15;432272.354;4580978.608;15
16;432275.556;4580969.900;16
17;432287.031;4580982.900;17
18;432289.167;4580973.459;18
19;432302.037;4580987.246;19
20;432303.933;4580977.599;20
21;432315.779;4580991.283;21
22;432318.528;4580981.864;22
23;432329.682;4580995.549;23
24;432349.392;4580991.108;24
25;432344.616;4581000.007;25
26;432371.966;4581001.670;26
27;432353.402;4581014.515;27
28;432371.966;4581001.670;28
30;432371.966;4581001.670;30
32;432371.966;4581001.670;32
