NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;428140.929;4574947.447;1
2;428152.393;4574942.426;2
3;428140.929;4574947.447;3
4;428152.393;4574942.426;4
5;428140.929;4574947.447;5
6;428152.393;4574942.426;6
7;428140.929;4574947.447;7
8;428152.393;4574942.426;8
9;428140.929;4574947.447;9
10;428152.393;4574942.426;10
11;428140.929;4574947.447;11
12;428152.393;4574942.426;12
13;428140.929;4574947.447;13
14;428152.393;4574942.426;14
15;428140.929;4574947.447;15
16;428152.393;4574942.426;16
17;428140.929;4574947.447;17
18;428152.393;4574942.426;18
19;428140.929;4574947.447;19
20;428152.393;4574942.426;20
