NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427669.213;4581046.388;1
2;427666.209;4581053.632;2
3;427655.864;4581042.478;3
4;427666.209;4581053.632;4
5;427655.864;4581042.478;5
6;427642.512;4581046.401;6
7;427630.643;4581035.068;7
7B;427630.643;4581035.068;7B
8;427637.933;4581045.051;8
9;427630.643;4581035.068;9
9B;427630.643;4581035.068;9B
10;427631.453;4581043.288;10
11;427630.643;4581035.068;11
11B;427630.643;4581035.068;11B
12;427621.891;4581040.743;12
13;427601.730;4581022.570;13
14;427621.891;4581040.743;14
15;427601.730;4581022.570;15
16;427598.213;4581033.882;16
17;427601.730;4581022.570;17
18;427598.213;4581033.882;18
19;427601.730;4581022.570;19
20;427598.213;4581033.882;20
21;427601.730;4581022.570;21
22;427557.007;4581021.847;22
23;427601.730;4581022.570;23
24;427557.007;4581021.847;24
25;427601.730;4581022.570;25
26;427557.007;4581021.847;26
27;427561.759;4581015.173;27
28;427557.007;4581021.847;28
29;427561.759;4581015.173;29
30;427557.007;4581021.847;30
31;427554.984;4581013.235;31
32;427557.007;4581021.847;32
33;427547.242;4581010.917;33
34;427557.007;4581021.847;34
36;427546.477;4581018.861;36
38;427541.432;4581017.395;38
40;427535.740;4581015.559;40
