NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;429268.516;4583232.829;1
2;429260.982;4583239.409;2
3;429221.505;4583198.063;3
4;429235.356;4583220.755;4
5;429221.505;4583198.063;5
6;429235.356;4583220.755;6
7;429221.505;4583198.063;7
8;429222.167;4583210.943;8
9;429221.505;4583198.063;9
10;429217.296;4583207.364;10
11;429221.505;4583198.063;11
12;429210.333;4583202.392;12
13;429221.505;4583198.063;13
14;429194.815;4583190.982;14
15;429221.505;4583198.063;15
16;429194.815;4583190.982;16
17;429221.505;4583198.063;17
18;429180.187;4583180.508;18
19;429148.384;4583143.958;19
20;429180.187;4583180.508;20
21;429148.384;4583143.958;21
22;429180.187;4583180.508;22
23;429148.384;4583143.958;23
24;429135.319;4583147.085;24
25;429130.041;4583131.020;25
26;429135.319;4583147.085;26
27;429115.369;4583120.169;27
28;429113.632;4583131.293;28
29;429108.732;4583115.344;29
30;429113.632;4583131.293;30
31;429093.857;4583104.450;31
32;429113.632;4583131.293;32
33;429093.857;4583104.450;33
34;429087.445;4583111.868;34
36;429087.445;4583111.868;36
