NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;426452.628;4583449.333;1
2;426446.264;4583444.945;2
3;426452.628;4583449.333;3
4;426446.264;4583444.945;4
5;426464.131;4583433.047;5
6;426456.373;4583430.181;6
6B;426456.373;4583430.181;6B
7;426473.482;4583419.276;7
8;426466.702;4583414.789;8
9;426473.482;4583419.276;9
10;426466.702;4583414.789;10
11;426487.385;4583399.080;11
12;426477.560;4583384.329;12
13;426494.680;4583377.044;13
14;426477.560;4583384.329;14
15;426494.680;4583377.044;15
16;426489.398;4583368.999;16
17;426513.434;4583352.502;17
18;426507.563;4583344.636;18
19;426513.434;4583352.502;19
20;426507.563;4583344.636;20
21;426513.434;4583352.502;21
22;426507.563;4583344.636;22
23;426513.434;4583352.502;23
24;426507.563;4583344.636;24
