NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;428719.425;4583199.759;1
2;428737.993;4583190.463;2
3;428719.425;4583199.759;3
4;428727.538;4583203.688;4
5;428719.425;4583199.759;5
6;428716.002;4583218.653;6
7;428719.425;4583199.759;7
8;428716.002;4583218.653;8
9;428679.681;4583249.838;9
10;428690.644;4583250.051;10
11;428679.681;4583249.838;11
12;428690.644;4583250.051;12
13;428649.486;4583286.016;13
14;428690.644;4583250.051;14
15;428649.486;4583286.016;15
16;428670.247;4583274.751;16
18;428658.781;4583288.457;18
20;428648.809;4583300.656;20
