NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;428607.254;4585950.738;1
2;428567.707;4585944.387;2
3;428607.254;4585950.738;3
4;428575.107;4585943.571;4
5;428607.254;4585950.738;5
6;428586.385;4585942.447;6
7;428618.661;4585949.777;7
8;428595.979;4585941.490;8
9;428627.840;4585948.999;9
10;428605.444;4585940.969;10
11;428640.038;4585947.919;11
12;428613.392;4585940.288;12
13;428646.429;4585947.524;13
14;428618.602;4585939.842;14
15;428656.747;4585946.377;15
16;428625.334;4585939.264;16
17;428697.221;4585943.482;17
18;428633.125;4585938.598;18
19;428697.221;4585943.482;19
19X;428717.877;4585942.632;19X
20;428668.329;4585935.582;20
21;428764.511;4585945.973;21
22;428668.329;4585935.582;22
23;428788.300;4585948.273;23
24;428668.329;4585935.582;24
24B;428687.209;4585933.876;24B
25;428807.326;4585950.128;25
26;428744.955;4585933.705;26
27;428820.504;4585951.461;27
28;428759.121;4585935.210;28
29;428831.608;4585953.287;29
30;428759.121;4585935.210;30
31;428842.211;4585957.917;31
32;428780.715;4585937.467;32
34;428799.128;4585939.339;34
36;428799.128;4585939.339;36
36U;428818.990;4585941.286;36U
