NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;425729.868;4583181.252;1
2;425745.156;4583177.868;2
2I;425795.980;4583273.718;2I
3;425729.868;4583181.252;3
4;425745.156;4583177.868;4
5;425729.868;4583181.252;5
6;425745.156;4583177.868;6
7;425729.868;4583181.252;7
8;425729.020;4583195.200;8
9;425708.936;4583205.822;9
10;425729.020;4583195.200;10
11;425708.936;4583205.822;11
11B;425697.345;4583218.528;11B
12;425714.763;4583210.718;12
13;425690.452;4583226.084;13
14;425702.331;4583224.134;14
15;425690.452;4583226.084;15
16;425688.808;4583233.167;16
