NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;431623.579;4585739.269;1
2;431631.943;4585715.782;2
2B;431631.943;4585715.782;2B
3;431623.579;4585739.269;3
4;431642.358;4585725.743;4
5;431623.579;4585739.269;5
6;431648.681;4585731.987;6
7;431641.081;4585756.212;7
8;431648.681;4585731.987;8
9;431663.848;4585777.875;9
10;431657.731;4585735.785;10
11;431669.975;4585783.662;11
12;431687.241;4585765.540;12
13;431677.499;4585791.006;13
14;431690.666;4585772.389;14
15;431685.461;4585798.390;15
16;431690.666;4585772.389;16
17;431692.077;4585805.329;17
17X;431722.638;4585830.811;17X
18;431701.481;4585783.467;18
19;431769.210;4585880.920;19
20;431701.481;4585783.467;20
21;431769.210;4585880.920;21
22;431711.109;4585792.837;22
23;431769.210;4585880.920;23
24;431711.109;4585792.837;24
25;431769.210;4585880.920;25
26;431711.109;4585792.837;26
27;431769.210;4585880.920;27
28;431711.109;4585792.837;28
29;431769.210;4585880.920;29
30;431731.719;4585812.581;30
31;431769.210;4585880.920;31
32;431731.719;4585812.581;32
33;431826.128;4585932.622;33
34;431745.882;4585826.522;34
35;431874.567;4585984.058;35
36;431745.882;4585826.522;36
37;431881.631;4585990.846;37
38;431755.945;4585835.762;38
39;431881.631;4585990.846;39
40;431762.229;4585842.071;40
41;431899.441;4586008.462;41
42;431762.229;4585842.071;42
43;431899.441;4586008.462;43
44;431762.229;4585842.071;44
45;431934.523;4586077.579;45
46;431762.229;4585842.071;46
47;431934.523;4586077.579;47
48;431817.211;4585895.036;48
49;431934.523;4586077.579;49
50;431820.908;4585898.551;50
51;431939.420;4586098.681;51
52;431825.502;4585902.688;52
53;431939.420;4586098.681;53
54;431829.759;4585906.823;54
55;431951.413;4586149.309;55
56;431834.240;4585910.959;56
57;431953.559;4586158.291;57
58;431838.722;4585915.198;58
59;431955.434;4586166.609;59
60;431843.204;4585919.644;60
60X;431854.859;4585921.113;60X
61;431957.354;4586174.639;61
62;431915.450;4585964.236;62
62S;431918.554;4585951.746;62S
63;431959.016;4586182.249;63
64;431915.450;4585964.236;64
64S;431918.554;4585951.746;64S
65;431961.447;4586193.250;65
66;431915.450;4585964.236;66
66S;431918.554;4585951.746;66S
67;431964.076;4586204.527;67
68;431915.450;4585964.236;68
68S;431918.554;4585951.746;68S
69;431966.849;4586216.440;69
70;431915.450;4585964.236;70
70S;431918.554;4585951.746;70S
71;431969.598;4586228.171;71
72;431915.450;4585964.236;72
72S;431918.554;4585951.746;72S
73;431972.030;4586239.320;73
74;431915.450;4585964.236;74
74S;431918.554;4585951.746;74S
75;431974.749;4586250.959;75
76;431963.593;4586089.037;76
77;431974.749;4586250.959;77
78;431963.593;4586089.037;78
80;431963.593;4586089.037;80
82;431963.593;4586089.037;82
84;431963.593;4586089.037;84
86;431963.593;4586089.037;86
88;431963.593;4586089.037;88
88B;431977.236;4586163.669;88B
90;431992.556;4586135.584;90
92;431992.556;4586135.584;92
94;431991.817;4586162.577;94
96;431991.817;4586162.577;96
98;431991.003;4586191.146;98
100;431991.003;4586191.146;100
102;431991.003;4586191.146;102
102B;431991.003;4586191.146;102B
