CODI_CARRER,NUMPOST,LLEPOST,TIPUSNUM,DTE,DIST_POST,SECC_CENS,SECC_EST,BARRI,ED50_COORD_X,ED50_COORD_Y,ETRS89_COORD_X,ETRS89_COORD_Y,LONGITUD,LATITUD
280803,1, ,1,5,17,3,182,22,425217.54,4585277.675,425125.657,4585076.714,2.104094,41.413755
280803,2, ,2,5,17,2,182,22,425225.132,4585287.59,425133.249,4585086.629,2.104183,41.413845
280803,3, ,1,5,17,3,182,22,425217.54,4585277.675,425125.657,4585076.714,2.104094,41.413755
280803,4, ,2,5,17,2,182,22,425204.394,4585310.987,425112.511,4585110.026,2.103932,41.414054
280803,5, ,1,5,17,3,182,22,425217.54,4585277.675,425125.657,4585076.714,2.104094,41.413755
280803,6, ,2,5,17,2,182,22,425187.811,4585333.33,425095.929,4585132.368,2.103731,41.414254
280803,7, ,1,5,17,3,182,22,425178.638,4585325.88,425086.756,4585124.919,2.103622,41.414186
280803,8, ,2,5,17,2,182,22,425187.811,4585333.33,425095.929,4585132.368,2.103731,41.414254
280803,9, ,1,5,17,3,182,22,425178.638,4585325.88,425086.756,4585124.919,2.103622,41.414186
280803,10,B,2,5,17,2,182,22,425165.775,4585373.206,425073.893,4585172.244,2.103462,41.414611
280803,10, ,2,5,17,2,182,22,425172.782,4585360.459,425080.9,4585159.497,2.103548,41.414497
280803,11, ,1,5,17,3,182,22,425161.174,4585359.474,425069.292,4585158.512,2.103409,41.414487
280803,12, ,2,5,17,2,182,22,425154.542,4585386.144,425062.66,4585185.182,2.103326,41.414726
280803,13, ,1,5,17,3,182,22,425131.638,4585395.658,425039.756,4585194.696,2.103051,41.41481
280803,14, ,2,5,17,2,182,22,425154.542,4585386.144,425062.66,4585185.182,2.103326,41.414726
280803,15, ,1,5,17,3,182,22,425131.638,4585395.658,425039.756,4585194.696,2.103051,41.41481
280803,16, ,2,5,17,2,182,22,425111.429,4585429.749,425019.547,4585228.787,2.102805,41.415115
280803,17, ,1,5,17,3,182,22,425131.638,4585395.658,425039.756,4585194.696,2.103051,41.41481
280803,18, ,2,5,17,2,182,22,425111.429,4585429.749,425019.547,4585228.787,2.102805,41.415115
280803,19, ,1,5,17,3,182,22,425131.638,4585395.658,425039.756,4585194.696,2.103051,41.41481
280803,20, ,2,5,17,2,182,22,425111.429,4585429.749,425019.547,4585228.787,2.102805,41.415115
280803,21, ,1,5,17,3,182,22,425108.25,4585417.435,425016.368,4585216.473,2.102769,41.415004
280803,22, ,2,5,17,2,182,22,425111.429,4585429.749,425019.547,4585228.787,2.102805,41.415115
280803,23, ,1,5,17,3,182,22,425077.217,4585459.854,424985.336,4585258.891,2.102392,41.415383
280803,24, ,2,5,17,2,182,22,425111.429,4585429.749,425019.547,4585228.787,2.102805,41.415115
280803,25, ,1,5,17,3,182,22,425077.217,4585459.854,424985.336,4585258.891,2.102392,41.415383
280803,26, ,2,5,17,2,182,22,425059.896,4585494.802,424968.015,4585293.839,2.102181,41.415696
280803,27, ,1,5,17,3,182,22,425077.217,4585459.854,424985.336,4585258.891,2.102392,41.415383
280803,28, ,2,5,17,2,182,22,425059.896,4585494.802,424968.015,4585293.839,2.102181,41.415696
280803,29, ,1,5,17,3,182,22,425077.217,4585459.854,424985.336,4585258.891,2.102392,41.415383
280803,30, ,2,5,17,2,182,22,425059.896,4585494.802,424968.015,4585293.839,2.102181,41.415696
280803,31, ,1,5,17,3,182,22,425077.217,4585459.854,424985.336,4585258.891,2.102392,41.415383
280803,32, ,2,5,17,2,182,22,425059.896,4585494.802,424968.015,4585293.839,2.102181,41.415696
280803,33, ,1,5,17,3,182,22,425044.622,4585497.452,424952.741,4585296.489,2.101997,41.415718
280803,34, ,2,5,17,2,182,22,425059.896,4585494.802,424968.015,4585293.839,2.102181,41.415696
280803,35, ,1,5,17,3,182,22,425007.526,4585551.244,424915.645,4585350.281,2.101547,41.416199
280803,36, ,2,5,17,2,182,22,425036.575,4585524.539,424944.694,4585323.576,2.101898,41.415962
280803,37, ,1,5,17,3,182,22,425007.526,4585551.244,424915.645,4585350.281,2.101547,41.416199
280803,38, ,2,5,17,2,182,22,425009.754,4585562.613,424917.873,4585361.649,2.101572,41.416302
280803,39, ,1,5,17,3,182,22,425007.526,4585551.244,424915.645,4585350.281,2.101547,41.416199
