NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;428433.892;4584247.943;1
2;428436.158;4584255.787;2
3;428433.892;4584247.943;3
4;428436.158;4584255.787;4
5A;428433.892;4584247.943;5A
5B;428433.892;4584247.943;5B
6;428369.934;4584248.127;6
7;428411.741;4584245.739;7
8;428369.934;4584248.127;8
9;428405.507;4584245.085;9
10;428369.934;4584248.127;10
11;428395.550;4584244.019;11
12;428369.934;4584248.127;12
13;428386.853;4584243.045;13
14;428369.934;4584248.127;14
15;428377.576;4584242.116;15
16;428369.934;4584248.127;16
17;428349.002;4584237.816;17
18;428369.934;4584248.127;18
19;428349.002;4584237.816;19
20;428369.934;4584248.127;20
21;428349.002;4584237.816;21
23;428317.923;4584233.263;23
25;428317.923;4584233.263;25
