NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;428849.908;4584391.565;1
2;428824.629;4584398.060;2
3;428849.908;4584391.565;3
4;428824.629;4584398.060;4
5;428849.908;4584391.565;5
6;428824.629;4584398.060;6
7;428849.908;4584391.565;7
8;428824.629;4584398.060;8
9;428849.908;4584391.565;9
10;428824.629;4584398.060;10
11;428849.908;4584391.565;11
12;428824.629;4584398.060;12
13;428849.908;4584391.565;13
14;428824.629;4584398.060;14
15;428849.908;4584391.565;15
16;428824.629;4584398.060;16
17;428828.385;4584372.763;17
19;428828.385;4584372.763;19
21;428828.385;4584372.763;21
