NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427524.097;4582972.986;1
2;427530.321;4582962.536;2
3;427524.097;4582972.986;3
4;427545.391;4582975.609;4
5;427537.751;4582984.804;5
6;427556.445;4582985.372;6
7;427545.139;4582991.198;7
8;427561.629;4582989.800;8
9;427554.706;4582999.480;9
10;427566.828;4582991.330;10
11;427578.539;4583021.272;11
12;427638.060;4583055.851;12
14;427674.826;4583068.124;14
15;427630.043;4583064.252;15
16;427674.826;4583068.124;16
17;427637.746;4583071.061;17
18;427674.826;4583068.124;18
19;427654.304;4583085.377;19
20;427646.576;4583063.350;20
21;427654.304;4583085.377;21
22;427674.826;4583068.124;22
23;427654.304;4583085.377;23
24;427674.826;4583068.124;24
25;427674.981;4583103.503;25
26;427661.800;4583076.532;26
