NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;430713.713;4580438.021;1
2;430734.507;4580444.477;2
3;430693.787;4580445.960;3
4;430734.507;4580444.477;4
5;430693.787;4580445.960;5
6;430712.723;4580453.187;6
7;430693.787;4580445.960;7
8;430712.723;4580453.187;8
9;430669.797;4580455.516;9
10;430698.775;4580458.763;10
11;430669.797;4580455.516;11
12;430678.525;4580466.860;12
13;430669.797;4580455.516;13
14;430678.525;4580466.860;14
15;430637.078;4580468.625;15
16;430678.525;4580466.860;16
17;430617.443;4580476.342;17
18;430640.879;4580482.049;18
19;430617.443;4580476.342;19
20;430640.879;4580482.049;20
21;430617.443;4580476.342;21
22;430628.702;4580486.948;22
23;430601.287;4580482.957;23
24;430617.808;4580491.331;24
25;430596.217;4580484.987;25
25B;430571.375;4580495.124;25B
26;430605.433;4580496.309;26
27;430563.287;4580498.331;27
28;430573.035;4580509.257;28
29;430552.933;4580502.436;29
30;430573.035;4580509.257;30
31;430541.125;4580507.118;31
32;430550.032;4580518.422;32
33;430530.697;4580511.253;33
34;430550.032;4580518.422;34
35;430522.927;4580514.334;35
36;430550.032;4580518.422;36
37;430496.501;4580524.904;37
38;430529.427;4580526.631;38
39;430488.366;4580528.167;39
40;430499.178;4580538.807;40
41;430480.991;4580531.126;41
42;430485.271;4580544.259;42
43;430480.991;4580531.126;43
44;430450.371;4580558.391;44
45;430441.441;4580546.992;45
46;430444.403;4580560.781;46
47;430433.744;4580550.068;47
48;430421.389;4580569.747;48
49;430427.487;4580552.570;49
50;430412.911;4580573.374;50
51;430421.215;4580555.078;51
51B;430415.839;4580557.227;51B
52;430400.401;4580578.379;52
53;430410.269;4580559.455;53
54;430392.655;4580581.822;54
55;430401.185;4580563.087;55
56;430381.514;4580585.933;56
57;430390.439;4580567.385;57
59;430377.155;4580572.696;59
61;430377.155;4580572.696;61
