NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427925.319;4575031.665;1
2;427951.691;4575026.409;2
3;427925.319;4575031.665;3
4;427951.691;4575026.409;4
5;427925.319;4575031.665;5
6;427951.691;4575026.409;6
7;427925.319;4575031.665;7
8;427951.691;4575026.409;8
9;427925.319;4575031.665;9
10;427951.691;4575026.409;10
11;427917.870;4574907.670;11
12;427951.691;4575026.409;12
13;427917.870;4574907.670;13
14;427926.549;4574902.147;14
15;427917.870;4574907.670;15
16;427926.549;4574902.147;16
17;427917.870;4574907.670;17
18;427926.549;4574902.147;18
19;427917.870;4574907.670;19
20;427926.549;4574902.147;20
