NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;426367.932;4583154.441;1
2;426368.411;4583163.631;2
3;426367.932;4583154.441;3
4;426368.411;4583163.631;4
5;426367.932;4583154.441;5
6;426368.411;4583163.631;6
7;426367.932;4583154.441;7
8;426368.411;4583163.631;8
9;426367.932;4583154.441;9
10;426368.411;4583163.631;10
11;426367.932;4583154.441;11
12;426368.411;4583163.631;12
13;426367.932;4583154.441;13
14;426368.411;4583163.631;14
15;426367.932;4583154.441;15
16;426368.411;4583163.631;16
17;426308.771;4583119.464;17
18;426260.192;4583132.295;18
19;426292.610;4583114.959;19
20;426260.192;4583132.295;20
21;426292.610;4583114.959;21
22;426260.192;4583132.295;22
23;426292.610;4583114.959;23
24;426260.192;4583132.295;24
25;426253.565;4583112.296;25
26;426260.192;4583132.295;26
27;426253.565;4583112.296;27
27B;426230.243;4583114.960;27B
27X;426210.170;4583128.964;27X
28;426260.192;4583132.295;28
29;426214.590;4583119.282;29
30;426194.048;4583153.439;30
31;426214.590;4583119.282;31
32;426194.048;4583153.439;32
33;426177.085;4583139.305;33
34;426194.048;4583153.439;34
35;426177.085;4583139.305;35
36;426194.048;4583153.439;36
37;426177.085;4583139.305;37
38;426194.048;4583153.439;38
