NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;431199.215;4581608.846;1
2;431204.192;4581605.708;2
3;431199.215;4581608.846;3
4;431204.192;4581605.708;4
5;431205.294;4581615.280;5
6;431209.288;4581610.798;6
7;431212.657;4581622.245;7
8;431213.751;4581615.030;8
9;431216.286;4581625.650;9
10;431219.842;4581619.898;10
11;431219.796;4581629.297;11
12;431219.842;4581619.898;12
13;431223.161;4581632.714;13
14;431225.878;4581627.468;14
15;431227.750;4581637.476;15
16;431229.099;4581629.920;16
17;431231.533;4581642.698;17
18;431231.885;4581632.895;18
19;431231.533;4581642.698;19
20;431231.885;4581632.895;20
21;431231.533;4581642.698;21
22;431242.901;4581646.102;22
23;431239.483;4581654.158;23
