NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427832.352;4584705.139;1
2;427872.552;4584687.815;2
3;427832.352;4584705.139;3
4;427872.552;4584687.815;4
5;427832.352;4584705.139;5
6;427859.737;4584711.472;6
7;427832.352;4584705.139;7
8;427846.500;4584735.994;8
9;427815.397;4584737.737;9
10;427835.041;4584757.661;10
11;427805.441;4584755.949;11
12;427822.213;4584781.379;12
13;427794.941;4584775.397;13
13B;427794.941;4584775.397;13B
13C;427782.070;4584788.728;13C
14;427804.766;4584814.623;14
15;427777.061;4584808.810;15
16;427804.766;4584814.623;16
17;427763.107;4584835.013;17
18;427787.590;4584845.365;18
19;427763.107;4584835.013;19
20;427774.632;4584870.149;20
21;427746.271;4584864.222;21
22;427753.344;4584908.793;22
23;427720.708;4584913.034;23
24;427734.149;4584944.560;24
25;427720.708;4584913.034;25
26;427734.149;4584944.560;26
27;427704.515;4584942.306;27
28;427734.149;4584944.560;28
29;427692.458;4584964.628;29
30;427712.955;4584983.714;30
31;427663.475;4585018.164;31
32;427688.845;4585027.907;32
33;427656.231;4585031.636;33
34;427675.593;4585052.492;34
35;427648.523;4585045.824;35
36;427660.099;4585080.886;36
37;427631.665;4585077.480;37
38;427643.155;4585113.738;38
39;427576.389;4585178.862;39
40;427643.155;4585113.738;40
41;427576.389;4585178.862;41
42;427613.296;4585168.989;42
43;427576.389;4585178.862;43
44;427593.884;4585198.891;44
45;427465.926;4585195.375;45
46;427593.884;4585198.891;46
47;427440.038;4585204.966;47
47B;427440.038;4585204.966;47B
48;427559.632;4585216.229;48
49;427412.566;4585215.444;49
50;427526.348;4585213.251;50
51;427388.986;4585223.007;51
52;427489.775;4585208.077;52
53X;427326.842;4585204.249;53X
54;427461.550;4585215.246;54
55X;427326.842;4585204.249;55X
56;427426.192;4585228.731;56
57;427297.323;4585162.549;57
58;427260.447;4585178.807;58
59;427249.008;4585164.277;59
59E;427234.932;4585179.834;59E
60;427260.447;4585178.807;60
61;427225.082;4585182.892;61
62;427260.447;4585178.807;62
63;427219.633;4585205.571;63
64;427260.447;4585178.807;64
65;427219.633;4585205.571;65
66;427260.447;4585178.807;66
67;427219.633;4585205.571;67
68;427260.447;4585178.807;68
69;427242.972;4585244.733;69
70;427260.447;4585178.807;70
71;427257.138;4585268.885;71
72;427260.447;4585178.807;72
73;427264.330;4585292.108;73
74;427363.194;4585322.941;74
74A;427452.222;4585307.690;74A
74B;427385.925;4585313.921;74B
74L;427357.421;4585289.080;74L
75;427278.308;4585337.046;75
77;427278.308;4585337.046;77
79;427316.988;4585360.772;79
81;427398.596;4585343.945;81
