NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;424855.698;4586868.824;1
2;424769.042;4586873.841;2
3;424836.780;4586875.402;3
4;424748.746;4586860.986;4
4I;424753.859;4586882.066;4I
5;424826.946;4586878.315;5
6;424736.265;4586853.079;6
7;424813.880;4586882.184;7
8;424716.181;4586840.357;8
9;424794.699;4586885.695;9
10;424687.930;4586822.462;10
11;424786.584;4586878.023;11
12;424663.783;4586821.172;12
13;424771.891;4586865.970;13
14;424644.780;4586853.150;14
15;424752.283;4586853.601;15
16;424634.698;4586868.921;16
16I;424665.688;4586876.122;16I
17;424725.127;4586836.470;17
17X;424689.419;4586813.946;17X
18;424635.744;4586888.324;18
19;424663.411;4586809.990;19
20;424642.907;4586909.330;20
21;424647.594;4586831.934;21
22;424650.225;4586925.078;22
23;424647.594;4586831.934;23
24;424657.411;4586938.006;24
25;424623.091;4586871.468;25
26;424661.135;4586946.650;26
26I;424695.155;4586924.090;26I
27;424637.833;4586927.052;27
27B;424637.404;4586916.177;27B
28;424663.445;4586954.123;28
28X;424665.479;4586961.222;28X
29;424647.691;4586936.218;29
30;424666.037;4586975.326;30
31;424655.627;4586955.226;31
32;424670.926;4587017.712;32
33;424657.261;4586973.198;33
34;424670.926;4587017.712;34
35;424656.111;4586995.716;35
36;424673.607;4587043.233;36
37;424661.413;4587015.831;37
38;424670.263;4587056.071;38
39;424665.972;4587042.281;39
40;424664.425;4587082.268;40
41;424660.837;4587061.480;41
43;424657.830;4587076.967;43
45;424655.852;4587095.976;45
