NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;431847.975;4590505.561;1
2;431851.266;4590483.023;2
3;431866.735;4590505.408;3
4;431925.116;4590523.463;4
5;431884.552;4590509.181;5
6;431925.116;4590523.463;6
7;431902.087;4590517.516;7
8;431961.740;4590562.702;8
8B;431949.760;4590546.591;8B
9;431916.251;4590529.067;9
10;431961.740;4590562.702;10
11;431916.251;4590529.067;11
12;431977.088;4590612.051;12
13;431926.484;4590542.052;13
14;432001.314;4590671.434;14
14I;432012.701;4590693.876;14I
15;431926.484;4590542.052;15
16;432001.314;4590671.434;16
16I;432006.580;4590665.278;16I
17;431926.484;4590542.052;17
17B;431941.782;4590553.748;17B
18;432003.898;4590824.842;18
19;431951.615;4590571.622;19
20;432003.898;4590824.842;20
21;431955.288;4590581.382;21
21B;431945.726;4590588.358;21B
21I;431935.206;4590590.802;21I
22;432003.898;4590824.842;22
23;431955.288;4590581.382;23
23I;431939.807;4590595.112;23I
24;432003.898;4590824.842;24
25;431958.525;4590588.474;25
26;432003.898;4590824.842;26
27;431961.650;4590596.949;27
28;432037.668;4590889.082;28
29;431984.150;4590660.288;29
30;432040.990;4590898.746;30
31;431984.150;4590660.288;31
32;432044.956;4590907.840;32
32B;432053.278;4590906.482;32B
32C;432058.272;4590908.280;32C
32D;432066.748;4590909.066;32D
32E;432075.240;4590910.158;32E
32F;432091.262;4590914.288;32F
33;431984.150;4590660.288;33
34;432045.514;4590910.192;34
35;431984.150;4590660.288;35
36;432047.977;4590918.216;36
36B;432057.828;4590919.344;36B
36C;432074.706;4590919.176;36C
37;431984.150;4590660.288;37
38;432066.805;4590953.342;38
39;431984.150;4590660.288;39
40;432066.805;4590953.342;40
41;431984.150;4590660.288;41
42;432066.805;4590953.342;42
43;431992.716;4590756.402;43
44;432066.805;4590953.342;44
44I;432096.031;4590985.018;44I
45;431992.716;4590756.402;45
46;431823.749;4591046.662;46
47;431992.716;4590756.402;47
48;431815.739;4591027.751;48
49;431992.716;4590756.402;49
50;431807.889;4591016.638;50
51;431992.716;4590756.402;51
52;431801.661;4591002.836;52
53;431981.740;4590808.656;53
54;431795.095;4590982.468;54
55;431981.740;4590808.656;55
56;431785.044;4590962.841;56
57;431986.910;4590826.716;57
58;431769.846;4590960.104;58
59;431996.381;4590831.798;59
60;431752.658;4590967.486;60
61;432007.402;4590840.158;61
62;431737.002;4590978.695;62
63;432013.615;4590847.741;63
63B;432009.630;4590853.213;63B
63C;432006.506;4590857.562;63C
64;431731.772;4590983.437;64
65;432018.664;4590856.598;65
66;431728.384;4590988.018;66
67;432023.144;4590866.844;67
68;431722.920;4590990.025;68
69;432026.203;4590875.289;69
69B;432019.493;4590880.467;69B
69C;432013.753;4590883.749;69C
70;431717.800;4590991.382;70
71;432026.203;4590875.289;71
71B;432019.493;4590880.467;71B
71C;432013.753;4590883.749;71C
72;431717.800;4590991.382;72
73;432028.620;4590883.328;73
73I;432017.010;4590893.416;73I
74;431697.620;4590976.462;74
75;432028.620;4590883.328;75
75I;432017.010;4590893.416;75I
76;431684.548;4590959.952;76
77;432031.001;4590894.194;77
78;431653.070;4590951.178;78
79;432031.001;4590894.194;79
80;431621.417;4590972.677;80
81;432034.166;4590904.025;81
82;431621.417;4590972.677;82
83;432038.808;4590914.106;83
83B;432036.841;4590909.164;83B
84;431610.692;4590983.814;84
85;432044.101;4590924.055;85
85I;432031.241;4590927.310;85I
87;432048.012;4590929.414;87
89;432053.486;4590937.589;89
89B;432043.008;4590941.168;89B
89C;432040.600;4590943.193;89C
89D;432035.618;4590945.860;89D
91;432058.558;4590946.155;91
91B;432057.983;4590952.012;91B
91C;432050.299;4590947.373;91C
91D;432046.078;4590948.092;91D
91E;432042.683;4590949.495;91E
91F;432039.495;4590950.336;91F
91G;432036.936;4590952.216;91G
91H;432044.335;4590957.573;91H
93;432058.556;4590961.154;93
93B;432048.485;4590954.874;93B
95;432054.097;4590978.131;95
97;432054.097;4590978.131;97
99;432020.233;4590988.504;99
101;432020.233;4590988.504;101
103;432020.233;4590988.504;103
105;431993.248;4590997.166;105
107;431973.887;4591002.081;107
109;431964.955;4591006.731;109
111;431954.191;4591013.430;111
113;431936.585;4591024.917;113
115;431915.632;4591041.101;115
117;431903.361;4591050.739;117
117B;431896.419;4591039.943;117B
117C;431899.060;4591037.516;117C
119;431886.375;4591055.617;119
121;431868.628;4591058.980;121
123;431845.779;4591059.334;123
125;431836.740;4591041.145;125
127;431833.494;4591035.288;127
129;431816.109;4591013.076;129
131;431816.109;4591013.076;131
133;431800.206;4590975.338;133
135;431779.411;4590950.761;135
135B;431791.049;4590956.261;135B
135C;431782.070;4590927.108;135C
135D;431792.130;4590927.388;135D
135E;431796.722;4590916.598;135E
137;431764.994;4590952.130;137
139;431742.466;4590963.981;139
141;431732.246;4590970.871;141
143;431716.414;4590982.359;143
143B;431704.104;4590970.736;143B
145;431689.680;4590953.863;145
147;431668.918;4590940.027;147
149;431656.130;4590941.621;149
151;431648.467;4590943.454;151
153;431635.475;4590949.096;153
155;431630.178;4590951.839;155
157;431627.600;4590953.387;157
159;431623.761;4590956.833;159
161;431620.061;4590960.793;161
163;431615.997;4590965.357;163
165;431609.747;4590971.959;165
167;431599.154;4590982.620;167
