NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427364.649;4585662.403;1
1B;427351.140;4585703.356;1B
2;427358.319;4585657.174;2
3;427364.649;4585662.403;3
4;427358.319;4585657.174;4
5;427364.649;4585662.403;5
6;427358.319;4585657.174;6
7;427364.649;4585662.403;7
8;427479.613;4585676.351;8
8A;427489.441;4585664.212;8A
8B;427500.967;4585661.132;8B
8X;427540.099;4585679.176;8X
9;427418.239;4585662.548;9
10;427521.236;4585665.136;10
10B;427531.085;4585669.900;10B
11;427429.029;4585674.361;11
12;427536.931;4585674.863;12
12B;427543.503;4585683.276;12B
13;427439.115;4585683.389;13
14;427551.821;4585702.713;14
14B;427548.310;4585692.846;14B
15;427446.778;4585687.088;15
16;427552.958;4585715.503;16
17;427459.959;4585692.143;17
18;427553.060;4585727.364;18
19;427469.416;4585693.252;19
20;427544.961;4585749.929;20
21;427481.141;4585688.409;21
22;427539.680;4585760.295;22
23;427491.823;4585679.297;23
24;427537.076;4585767.030;24
25;427528.156;4585678.314;25
25A;427515.416;4585672.483;25A
25B;427523.060;4585709.024;25B
25U;427533.118;4585684.560;25U
26;427531.240;4585778.134;26
27;427538.644;4585692.624;27
28;427527.112;4585786.497;28
29;427542.092;4585703.771;29
30;427522.842;4585795.118;30
31;427543.080;4585725.122;31
32;427517.572;4585806.102;32
33;427539.958;4585737.018;33
34;427519.675;4585831.783;34
35;427535.201;4585746.552;35
37;427530.252;4585756.949;37
39;427520.845;4585776.054;39
41;427516.958;4585782.982;41
43;427511.556;4585795.099;43
45;427506.934;4585804.978;45
47;427508.643;4585824.269;47
