NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;424544.670;4586221.888;1
2;424686.288;4586253.785;2
3;424552.679;4586230.852;3
4;424686.288;4586253.785;4
5;424560.959;4586239.409;5
6;424686.288;4586253.785;6
7;424570.733;4586245.249;7
8;424686.288;4586253.785;8
9;424580.914;4586244.025;9
10;424686.288;4586253.785;10
11;424592.996;4586241.581;11
13;424621.237;4586236.555;13
15;424641.756;4586232.753;15
15U;424648.197;4586231.409;15U
17;424659.714;4586244.250;17
19;424668.809;4586253.214;19
21;424676.542;4586260.949;21
23;424684.143;4586268.148;23
25;424692.017;4586275.482;25
27;424701.791;4586285.804;27
29;424709.241;4586293.653;29
31;424721.342;4586310.257;31
33;424747.302;4586320.366;33
35;424759.351;4586324.131;35
37;424773.933;4586329.750;37
39;424786.545;4586334.077;39
41;424805.112;4586341.329;41
