NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;424664.286;4584972.431;1
2;424674.939;4584973.359;2
3;424664.286;4584972.431;3
3B;424652.176;4584996.439;3B
4;424661.026;4585007.379;4
5;424654.578;4585018.723;5
6;424661.026;4585007.379;6
7;424654.578;4585018.723;7
8;424660.664;4585056.877;8
9;424654.578;4585018.723;9
10;424674.496;4585081.935;10
11;424667.333;4585089.447;11
12;424835.822;4585202.250;12
13;424658.625;4585196.500;13
14;424835.822;4585202.250;14
15;424658.625;4585196.500;15
16;424835.822;4585202.250;16
17;424658.625;4585196.500;17
18;424835.822;4585202.250;18
19;424658.625;4585196.500;19
