NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;429127.878;4583958.938;1
2;429124.775;4583947.217;2
3;429138.717;4583966.873;3
4;429136.518;4583955.677;4
5;429138.717;4583966.873;5
6;429136.518;4583955.677;6
7;429150.608;4583975.567;7
8;429148.027;4583963.732;8
9;429163.484;4583984.843;9
10;429154.917;4583968.739;10
11;429163.484;4583984.843;11
12;429162.616;4583974.714;12
13;429171.978;4583990.941;13
14;429165.277;4583976.511;14
15;429180.203;4583996.919;15
16;429171.261;4583980.572;16
17;429180.203;4583996.919;17
18;429180.759;4583987.460;18
19;429191.687;4584005.559;19
20;429180.759;4583987.460;20
21;429198.922;4584011.243;21
22;429198.695;4584000.607;22
23;429206.656;4584017.374;23
24;429213.069;4584010.623;24
25;429211.306;4584021.019;25
26;429221.535;4584017.350;26
27;429215.966;4584024.683;27
28;429221.535;4584017.350;28
29;429224.694;4584031.636;29
30X;429240.282;4584031.083;30X
31;429229.754;4584035.707;31
33;429233.960;4584039.091;33
34;429255.140;4584043.947;34
35;429239.236;4584043.271;35
36;429260.840;4584049.179;36
37;429243.695;4584046.897;37
38;429274.060;4584062.142;38
39;429252.025;4584052.739;39
40;429274.060;4584062.142;40
41;429255.693;4584055.849;41
43;429267.332;4584066.613;43
45;429267.332;4584066.613;45
