NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;425213.418;4582426.387;1
2;425200.163;4582382.785;2
3;425213.418;4582426.387;3
4X;425206.220;4582392.753;4X
5;425213.418;4582426.387;5
6;425221.348;4582404.454;6
7;425213.418;4582426.387;7
8;425231.008;4582420.351;8
9;425213.418;4582426.387;9
10;425239.525;4582433.833;10
11;425231.829;4582476.393;11
12;425239.525;4582433.833;12
13;425231.829;4582476.393;13
14;425240.402;4582464.097;14
15;425237.225;4582515.985;15
16;425240.402;4582464.097;16
16U;425228.801;4582435.853;16U
17;425237.225;4582515.985;17
18;425240.402;4582464.097;18
19;425237.225;4582515.985;19
20;425240.402;4582464.097;20
21;425237.225;4582515.985;21
22;425246.088;4582504.411;22
24;425246.088;4582504.411;24
26;425250.252;4582538.355;26
28;425250.252;4582538.355;28
30;425250.252;4582538.355;30
30U;425246.274;4582554.757;30U
