NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427116.458;4582069.618;1
2;427068.135;4582024.006;2
3;427116.458;4582069.618;3
4;427068.135;4582024.006;4
5;427116.458;4582069.618;5
6;427068.135;4582024.006;6
7;427116.458;4582069.618;7
8;427122.835;4582041.040;8
9;427116.458;4582069.618;9
10;427133.859;4582044.811;10
11;427116.458;4582069.618;11
12;427148.132;4582049.414;12
13;427214.987;4582099.761;13
13B;427198.185;4582101.711;13B
14;427167.915;4582055.859;14
15;427228.337;4582104.083;15
16;427224.320;4582074.411;16
17;427241.765;4582108.441;17
18;427239.260;4582079.228;18
19;427255.293;4582112.835;19
20;427253.607;4582083.961;20
21;427268.018;4582116.975;21
22;427266.384;4582088.113;22
23;427276.751;4582119.809;23
24;427279.917;4582092.510;24
25;427334.714;4582138.904;25
26;427289.208;4582095.527;26
27;427346.312;4582142.466;27
27B;427354.376;4582144.805;27B
28;427341.534;4582112.752;28
29;427371.359;4582150.494;29
30;427349.038;4582115.225;30
31;427371.359;4582150.494;31
32;427359.398;4582118.561;32
33;427371.359;4582150.494;33
34;427390.969;4582128.868;34
35U;427392.821;4582157.536;35U
36;427390.969;4582128.868;36
37;427401.797;4582163.266;37
38;427427.829;4582140.122;38
39;427443.415;4582162.781;39
40;427427.829;4582140.122;40
41;427443.415;4582162.781;41
44;427470.027;4582133.595;44
45;427510.448;4582162.680;45
47;427510.448;4582162.680;47
49;427510.448;4582162.680;49
50;427510.448;4582162.680;50
52;427510.448;4582162.680;52
