NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;431320.885;4587867.779;1
2;431334.952;4587870.721;2
3;431329.547;4587880.677;3
4;431334.952;4587870.721;4
5;431334.491;4587888.041;5
6;431334.952;4587870.721;6
7;431342.110;4587899.387;7
8;431354.927;4587900.777;8
9;431345.757;4587904.817;9
10;431354.927;4587900.777;10
11;431349.648;4587910.613;11
12;431354.927;4587900.777;12
13;431365.976;4587934.944;13
14;431354.927;4587900.777;14
15;431365.976;4587934.944;15
17;431365.976;4587934.944;17
18X;431381.252;4587938.525;18X
19;431373.019;4587944.245;19
21;431373.019;4587944.245;21
23;431373.019;4587944.245;23
25;431385.517;4587958.794;25
26;431402.718;4587962.266;26
27;431389.973;4587963.492;27
28;431402.718;4587962.266;28
29;431394.120;4587967.890;29
30;431402.718;4587962.266;30
31;431400.725;4587974.749;31
32;431416.216;4587976.370;32
33;431400.725;4587974.749;33
34;431416.216;4587976.370;34
35;431411.156;4587985.444;35
36;431416.216;4587976.370;36
37;431411.156;4587985.444;37
38;431419.951;4587980.274;38
39;431411.156;4587985.444;39
40;431425.137;4587985.708;40
41;431424.078;4587999.310;41
42;431429.467;4587990.230;42
43;431429.561;4588005.003;43
44;431433.873;4587994.834;44
45;431434.341;4588010.071;45
46;431440.233;4588001.476;46
47;431439.348;4588015.268;47
48;431440.233;4588001.476;48
49;431442.363;4588018.431;49
50;431440.233;4588001.476;50
51;431483.876;4588060.804;51
52;431448.719;4588010.340;52
53;431483.876;4588060.804;53
54;431462.454;4588023.986;54
55;431483.876;4588060.804;55
56;431466.332;4588027.917;56
57;431483.876;4588060.804;57
58;431472.952;4588034.630;58
59;431483.876;4588060.804;59
60;431472.952;4588034.630;60
61;431522.266;4588097.990;61
62;431475.950;4588037.670;62
63;431522.266;4588097.990;63
64;431482.448;4588044.312;64
65;431531.976;4588107.852;65
66;431485.432;4588047.283;66
67;431531.976;4588107.852;67
68;431488.508;4588050.404;68
69;431541.130;4588117.148;69
70;431492.392;4588054.341;70
71;431553.446;4588129.765;71
72;431498.724;4588060.768;72
73;431564.758;4588140.969;73
74;431498.724;4588060.768;74
75;431564.758;4588140.969;75
76;431504.067;4588066.174;76
77;431564.758;4588140.969;77
78;431508.684;4588070.847;78
78B;431533.543;4588095.441;78B
80;431541.154;4588103.098;80
82;431558.869;4588120.812;82
84;431558.869;4588120.812;84
86;431558.869;4588120.812;86
88;431558.869;4588120.812;88
90;431558.869;4588120.812;90
92;431558.869;4588120.812;92
94;431573.921;4588135.803;94
96;431573.921;4588135.803;96
98;431581.214;4588143.273;98
