NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;430038.305;4581485.235;1
2;430019.750;4581535.127;2
3;430006.070;4581518.681;3
3I;429966.910;4581528.284;3I
4;430019.750;4581535.127;4
5;430006.070;4581518.681;5
5I;429966.910;4581528.284;5I
6;429997.447;4581557.767;6
7;430006.070;4581518.681;7
7I;429966.910;4581528.284;7I
8;429997.447;4581557.767;8
9;429989.848;4581535.167;9
10;429997.447;4581557.767;10
11;429983.390;4581541.549;11
12;429985.016;4581570.465;12
13;429972.482;4581552.722;13
14;429985.016;4581570.465;14
15;429963.678;4581561.353;15
16;429985.016;4581570.465;16
17;429954.353;4581570.925;17
18;429969.851;4581586.210;18
19;429949.380;4581576.072;19
20;429964.474;4581591.825;20
21;429913.997;4581612.400;21
22;429933.874;4581626.676;22
23;429908.302;4581617.940;23
24;429922.749;4581634.191;24
25;429888.854;4581638.017;25
26;429916.519;4581640.816;26
27;429888.854;4581638.017;27
27B;429888.854;4581638.017;27B
28;429911.339;4581646.130;28
29;429875.796;4581651.486;29
29I;429852.342;4581628.760;29I
30;429905.587;4581651.975;30
31;429866.894;4581660.184;31
32;429897.866;4581659.823;32
33;429860.076;4581667.514;33
34;429890.283;4581667.576;34
35;429799.692;4581729.179;35
36;429877.552;4581680.612;36
36B;429872.053;4581686.097;36B
37;429786.131;4581743.295;37
38;429809.800;4581750.057;38
39;429786.131;4581743.295;39
40;429809.800;4581750.057;40
41;429786.131;4581743.295;41
42;429799.243;4581760.758;42
43;429767.447;4581762.407;43
44;429794.529;4581765.591;44
45;429767.447;4581762.407;45
46;429786.571;4581773.751;46
47;429767.447;4581762.407;47
48;429779.023;4581781.483;48
49;429748.173;4581781.987;49
50;429774.289;4581786.324;50
51;429748.173;4581781.987;51
52;429766.267;4581794.523;52
53;429748.173;4581781.987;53
54;429761.358;4581799.538;54
55;429731.607;4581789.004;55
56;429721.322;4581840.585;56
57;429703.357;4581827.601;57
58;429715.298;4581846.727;58
59;429692.202;4581838.898;59
60;429715.298;4581846.727;60
61;429692.202;4581838.898;61
62;429704.942;4581857.284;62
63;429680.244;4581851.030;63
63B;429670.396;4581861.131;63B
64;429693.407;4581869.052;64
65;429663.511;4581868.252;65
66;429686.102;4581876.503;66
67;429663.511;4581868.252;67
68;429681.385;4581881.314;68
69;429610.274;4581922.741;69
70;429677.442;4581885.333;70
71;429602.836;4581930.236;71
72;429669.428;4581893.499;72
73;429602.836;4581930.236;73
74;429664.106;4581898.908;74
75;429594.418;4581938.653;75
76;429624.864;4581938.859;76
77;429586.624;4581947.135;77
78;429618.985;4581944.918;78
79;429579.101;4581954.484;79
80;429609.039;4581954.569;80
81;429571.823;4581962.011;81
82;429603.531;4581960.565;82
83;429571.823;4581962.011;83
84;429577.851;4581985.716;84
85;429564.413;4581969.390;85
86;429577.851;4581985.716;86
87;429560.217;4581973.966;87
88;429577.851;4581985.716;88
89;429557.160;4581977.170;89
90;429577.851;4581985.716;90
91;429494.519;4582043.282;91
92;429523.367;4582042.912;92
93;429486.620;4582050.816;93
94;429510.968;4582055.367;94
95;429486.620;4582050.816;95
96;429499.353;4582067.182;96
97;429473.630;4582063.511;97
98;429482.131;4582084.478;98
99;429473.630;4582063.511;99
100;429482.131;4582084.478;100
101;429466.164;4582071.107;101
102;429482.131;4582084.478;102
103;429427.101;4582105.750;103
104;429476.442;4582099.090;104
105;429414.771;4582122.634;105
106;429447.007;4582125.134;106
107;429414.771;4582122.634;107
108;429447.007;4582125.134;108
109;429405.127;4582132.592;109
110;429437.436;4582130.310;110
111;429405.127;4582132.592;111
112;429431.978;4582136.052;112
113;429398.687;4582139.103;113
114;429427.954;4582140.036;114
115;429393.957;4582143.931;115
116;429421.692;4582146.444;116
117;429387.053;4582151.035;117
118;429411.546;4582156.866;118
119;429376.404;4582161.932;119
120;429411.546;4582156.866;120
121;429376.404;4582161.932;121
122;429397.794;4582170.941;122
123;429369.305;4582169.155;123
124;429397.794;4582170.941;124
125;429369.305;4582169.155;125
126;429383.290;4582188.016;126
127;429312.102;4582227.493;127
128;429383.290;4582188.016;128
129;429312.102;4582227.493;129
130;429353.940;4582220.246;130
131;429312.102;4582227.493;131
132;429353.940;4582220.246;132
133;429312.102;4582227.493;133
133X;429300.320;4582239.463;133X
134;429337.070;4582232.185;134
135;429283.930;4582256.224;135
136;429325.431;4582244.161;136
137;429283.930;4582256.224;137
138;429325.431;4582244.161;138
139;429283.930;4582256.224;139
140;429312.146;4582257.821;140
141;429162.336;4582380.929;141
142;429303.913;4582266.288;142
143;429162.336;4582380.929;143
144;429295.372;4582275.076;144
145;429162.336;4582380.929;145
145X;429183.339;4582401.771;145X
146;429288.977;4582282.754;146
147;429162.336;4582380.929;147
148;429266.045;4582327.524;148
149;429162.336;4582380.929;149
149S;429113.009;4582461.053;149S
150;429253.164;4582346.382;150
151;429049.130;4582497.106;151
152;429246.533;4582355.512;152
153;429049.130;4582497.106;153
154;429238.508;4582365.994;154
154I;429258.750;4582385.532;154I
155;429034.143;4582512.410;155
156;429232.196;4582373.848;156
157;429025.884;4582520.843;157
158;429222.508;4582385.269;158
159;429017.239;4582529.671;159
160;429211.091;4582397.840;160
160B;429167.094;4582441.766;160B
161;429010.796;4582536.248;161
162;429137.544;4582465.917;162
163;429000.948;4582546.299;163
164;429121.940;4582477.475;164
165;428958.508;4582589.799;165
166;429121.940;4582477.475;166
167;428953.178;4582595.273;167
168;429107.268;4582487.551;168
169;428947.066;4582601.551;169
170;429066.820;4582510.004;170
171;428941.774;4582606.985;171
172;429060.736;4582516.255;172
173;428933.298;4582615.693;173
174;429051.442;4582525.802;174
175;428917.154;4582632.275;175
176;429042.560;4582534.926;176
177;428917.154;4582632.275;177
178;429033.356;4582544.378;178
179;428917.154;4582632.275;179
180;429025.114;4582552.846;180
181;428917.154;4582632.275;181
182;429015.996;4582562.212;182
183;428917.154;4582632.275;183
184;429009.540;4582573.390;184
185;428917.154;4582632.275;185
186;429009.540;4582573.390;186
187;428917.154;4582632.275;187
188;429009.540;4582573.390;188
189;428862.750;4582688.041;189
190;429009.540;4582573.390;190
191;428856.871;4582694.046;191
192;429009.540;4582573.390;192
193;428848.058;4582703.046;193
194;429009.540;4582573.390;194
195;428840.411;4582710.854;195
196;429009.540;4582573.390;196
197;428828.305;4582723.218;197
198;428972.956;4582606.248;198
199;428828.305;4582723.218;199
200;428972.956;4582606.248;200
201;428816.856;4582734.908;201
202;428972.956;4582606.248;202
203;428803.019;4582749.038;203
204;428972.956;4582606.248;204
205;428779.513;4582773.355;205
206;428972.956;4582606.248;206
207;428713.738;4582840.093;207
208;428972.956;4582606.248;208
209;428713.738;4582840.093;209
210;428966.345;4582613.084;210
211;428695.592;4582858.345;211
212;428958.054;4582621.573;212
213;428683.404;4582870.443;213
214;428949.644;4582630.185;214
216;428937.857;4582642.254;216
218;428937.857;4582642.254;218
220;428937.857;4582642.254;220
222;428937.857;4582642.254;222
224;428923.931;4582656.515;224
226;428923.931;4582656.515;226
228;428881.564;4582700.296;228
230;428877.775;4582704.229;230
232;428871.802;4582710.171;232
234;428861.970;4582719.946;234
236;428857.510;4582724.462;236
238;428852.596;4582729.434;238
240;428843.897;4582738.238;240
242;428843.897;4582738.238;242
244;428816.556;4582765.904;244
246;428816.556;4582765.904;246
248;428816.556;4582765.904;248
250;428751.306;4582831.983;250
252;428751.306;4582831.983;252
254;428751.306;4582831.983;254
256;428751.306;4582831.983;256
258;428751.306;4582831.983;258
260;428739.742;4582843.783;260
262;428730.244;4582853.602;262
264;428723.031;4582861.024;264
266;428715.289;4582868.811;266
268;428710.056;4582874.379;268
270;428700.061;4582884.509;270
