NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427486.551;4584068.300;1
2;427493.635;4584054.992;2
3;427496.584;4584080.899;3
4;427507.508;4584072.413;4
4B;427507.508;4584072.413;4B
5;427506.603;4584093.481;5
6;427515.342;4584082.248;6
7;427515.664;4584104.856;7
8;427523.535;4584092.534;8
9;427525.710;4584117.473;9
10;427533.736;4584105.344;10
11;427539.455;4584134.732;11
12;427551.316;4584130.505;12
13;427539.455;4584134.732;13
14;427566.348;4584146.302;14
15;427554.338;4584153.422;15
16;427566.348;4584146.302;16
17;427554.338;4584153.422;17
18;427591.763;4584178.130;18
19;427569.003;4584171.935;19
20;427591.763;4584178.130;20
21;427579.863;4584185.570;21
