NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;430953.821;4589500.379;1
2;430969.458;4589502.314;2
3;430937.070;4589505.905;3
3B;430932.202;4589507.357;3B
4;430956.586;4589507.220;4
5;430924.243;4589509.187;5
6;430938.620;4589511.790;6
7;430918.196;4589510.972;7
7B;430916.409;4589503.097;7B
8;430924.425;4589515.202;8
9;430904.204;4589514.513;9
10;430911.077;4589519.357;10
11;430895.830;4589516.545;11
11B;430891.182;4589517.991;11B
11C;430887.616;4589518.549;11C
12;430896.012;4589523.681;12
13;430881.123;4589519.070;13
13B;430870.198;4589509.451;13B
15;430863.173;4589507.737;15
15B;430863.173;4589507.737;15B
17;430855.105;4589503.861;17
19;430843.885;4589494.093;19
21;430843.885;4589494.093;21
23;430849.166;4589484.245;23
25;430849.166;4589484.245;25
27;430849.166;4589484.245;27
29;430849.166;4589484.245;29
52;430849.166;4589484.245;52
54;430849.166;4589484.245;54
56;430849.166;4589484.245;56
58;430849.166;4589484.245;58
60;430849.166;4589484.245;60
62;430849.166;4589484.245;62
64;430849.166;4589484.245;64
66;430849.166;4589484.245;66
68;430849.166;4589484.245;68
