NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;428866.096;4587289.034;1
2;428956.156;4587254.490;2
3;428866.096;4587289.034;3
4;428956.156;4587254.490;4
5;428866.096;4587289.034;5
6;428956.156;4587254.490;6
7;428866.096;4587289.034;7
8;428956.156;4587254.490;8
9;428866.096;4587289.034;9
10;428956.156;4587254.490;10
11;428866.096;4587289.034;11
12;428956.156;4587254.490;12
13;428866.096;4587289.034;13
14;428956.156;4587254.490;14
15;428866.096;4587289.034;15
16;428956.156;4587254.490;16
17;428866.096;4587289.034;17
18;428956.156;4587254.490;18
19;428866.096;4587289.034;19
20;428956.156;4587254.490;20
21;428866.096;4587289.034;21
22;428956.156;4587254.490;22
23;428866.096;4587289.034;23
24;428956.156;4587254.490;24
25;428866.096;4587289.034;25
26;428956.156;4587254.490;26
27;428866.096;4587289.034;27
28;428956.156;4587254.490;28
