NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;432536.388;4587467.159;1
1X;432539.478;4587479.937;1X
2;432536.388;4587467.159;2
3;432536.388;4587467.159;3
4;432536.388;4587467.159;4
5;432536.388;4587467.159;5
6;432568.563;4587465.151;6
6X;432566.748;4587487.441;6X
7;432568.563;4587465.151;7
8;432568.563;4587465.151;8
9;432568.563;4587465.151;9
10;432568.563;4587465.151;10
10B;432584.973;4587463.899;10B
11;432589.727;4587481.767;11
12;432562.527;4587495.730;12
13;432562.527;4587495.730;13
14;432562.527;4587495.730;14
15;432562.527;4587495.730;15
