NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;424994.583;4581754.572;1
2;425123.283;4581865.677;2
3;424994.583;4581754.572;3
4;425123.283;4581865.677;4
5;424994.583;4581754.572;5
6;425123.283;4581865.677;6
7;424994.583;4581754.572;7
8;425123.283;4581865.677;8
9;424994.583;4581754.572;9
10;425123.283;4581865.677;10
11;424994.583;4581754.572;11
12;425123.283;4581865.677;12
13;424994.583;4581754.572;13
14;425123.283;4581865.677;14
15;424994.583;4581754.572;15
16;425123.283;4581865.677;16
17;424994.583;4581754.572;17
18;425123.283;4581865.677;18
19;424994.583;4581754.572;19
20;425123.283;4581865.677;20
21;424994.583;4581754.572;21
22;425123.283;4581865.677;22
23;424994.583;4581754.572;23
24;425236.502;4582032.724;24
25;425048.827;4581867.945;25
26;425236.502;4582032.724;26
27;425072.263;4581890.859;27
28;425236.502;4582032.724;28
29;425110.061;4581944.197;29
29C;425056.115;4581914.675;29C
29D;425059.015;4581949.369;29D
30;425236.502;4582032.724;30
31;425110.061;4581944.197;31
32;425236.502;4582032.724;32
33;425110.061;4581944.197;33
34;425236.502;4582032.724;34
35;425167.904;4582021.090;35
36;425236.502;4582032.724;36
37;425167.904;4582021.090;37
38;425236.502;4582032.724;38
39;425167.904;4582021.090;39
40;425236.502;4582032.724;40
41;425167.904;4582021.090;41
42;425334.032;4582175.537;42
43;425167.904;4582021.090;43
44;425334.032;4582175.537;44
45;425167.904;4582021.090;45
45I;425167.904;4582021.090;45I
46;425334.032;4582175.537;46
47;425167.904;4582021.090;47
48;425334.032;4582175.537;48
49;425265.693;4582154.904;49
50;425334.032;4582175.537;50
51;425265.693;4582154.904;51
52;425334.032;4582175.537;52
53;425265.693;4582154.904;53
53U;425222.420;4582230.722;53U
54;425399.790;4582273.479;54
55;425265.693;4582154.904;55
56;425399.790;4582273.479;56
56B;425431.917;4582320.571;56B
57;425265.693;4582154.904;57
58;425431.917;4582320.571;58
59;425326.488;4582264.464;59
59E;425340.246;4582264.396;59E
60;425431.917;4582320.571;60
61;425326.488;4582264.464;61
62;425508.482;4582405.546;62
63;425342.055;4582301.530;63
64;425508.482;4582405.546;64
65;425362.616;4582366.332;65
66;425508.482;4582405.546;66
67;425362.616;4582366.332;67
68;425508.482;4582405.546;68
69;425362.616;4582366.332;69
70;425508.482;4582405.546;70
71;425460.370;4582393.322;71
71I;425450.354;4582443.217;71I
72;425548.402;4582439.444;72
73;425478.724;4582408.923;73
74;425574.216;4582461.434;74
75;425489.600;4582418.047;75
75I;425464.346;4582486.079;75I
76;425574.216;4582461.434;76
77;425505.960;4582432.047;77
77I;425474.120;4582469.038;77I
78;425603.183;4582486.208;78
79;425528.280;4582451.200;79
80;425614.213;4582495.586;80
81;425548.556;4582468.308;81
82;425625.850;4582505.466;82
83;425567.754;4582484.746;83
84;425637.325;4582515.355;84
85;425596.598;4582509.972;85
86;425648.303;4582524.626;86
86B;425654.614;4582530.111;86B
87;425618.883;4582529.586;87
88;425671.471;4582544.428;88
89;425650.702;4582555.674;89
90;425671.471;4582544.428;90
91;425650.702;4582555.674;91
92;425726.719;4582602.590;92
93;425703.126;4582607.315;93
94;425726.719;4582602.590;94
95;425703.126;4582607.315;95
96;425726.719;4582602.590;96
97;425726.224;4582677.831;97
98X;425748.366;4582677.359;98X
99;425726.224;4582677.831;99
101;425726.224;4582677.831;101
102;425764.340;4582772.448;102
103;425717.949;4582728.940;103
103B;425739.369;4582759.217;103B
104;425764.340;4582772.448;104
105;425742.671;4582779.175;105
106;425764.340;4582772.448;106
107;425749.145;4582822.166;107
108;425775.418;4582842.407;108
109;425749.145;4582822.166;109
110;425775.418;4582842.407;110
111;425772.606;4582900.722;111
112;425775.418;4582842.407;112
113;425777.026;4582928.809;113
113B;425824.420;4582957.876;113B
114;425818.403;4582902.747;114
115;425777.026;4582928.809;115
117;425819.068;4582989.076;117
119;425858.480;4583030.690;119
