NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;430252.147;4586830.651;1
1B;430252.147;4586830.651;1B
2;430240.881;4586834.155;2
3;430246.520;4586826.009;3
4;430240.881;4586834.155;4
5;430242.874;4586823.050;5
6;430240.881;4586834.155;6
7;430240.677;4586821.251;7
8;430232.544;4586827.265;8
9;430235.312;4586816.864;9
10;430229.020;4586824.361;10
11;430230.341;4586812.838;11
12;430224.996;4586821.156;12
13;430227.094;4586810.203;13
14;430221.420;4586818.248;14
15;430221.924;4586805.922;15
16;430217.110;4586814.706;16
17;430218.828;4586803.414;17
18;430212.836;4586811.216;18
19;430214.070;4586799.538;19
20;430209.270;4586808.270;20
21;430206.811;4586793.495;21
22;430204.250;4586804.220;22
23;430206.811;4586793.495;23
24;430204.250;4586804.220;24
25;430199.208;4586787.208;25
26;430198.838;4586799.716;26
27;430196.536;4586784.992;27
28;430192.451;4586794.396;28
29;430193.696;4586782.648;29
30;430182.244;4586786.126;30
31;430190.162;4586779.741;31
31B;430186.872;4586777.022;31B
32;430182.244;4586786.126;32
33;430184.268;4586774.833;33
34;430171.979;4586777.520;34
35;430179.582;4586770.934;35
36;430156.890;4586765.140;36
37;430174.280;4586766.599;37
38;430151.586;4586760.740;38
39;430164.043;4586758.188;39
40;430144.784;4586755.032;40
41;430155.294;4586751.012;41
42;430137.362;4586748.906;42
43;430155.294;4586751.012;43
44;430130.460;4586743.226;44
45;430146.774;4586744.030;45
46;430130.460;4586743.226;46
47;430143.057;4586740.980;47
48;430130.460;4586743.226;48
49;430139.780;4586738.294;49
50;430119.082;4586733.757;50
51;430136.066;4586735.248;51
52;430119.082;4586733.757;52
53;430130.667;4586730.817;53
54;430110.146;4586726.295;54
55;430125.493;4586726.581;55
56;430110.146;4586726.295;56
57;430121.784;4586723.534;57
58;430101.221;4586719.279;58
59;430115.958;4586718.653;59
59B;430107.926;4586712.246;59B
60;430101.221;4586719.279;60
61;430091.012;4586698.208;61
62;430093.891;4586712.844;62
63;430091.012;4586698.208;63
64;430081.119;4586702.146;64
65;430091.012;4586698.208;65
66;430081.119;4586702.146;66
67;430091.012;4586698.208;67
