NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;426955.541;4584443.851;1
2;426973.442;4584409.570;2
3;426955.541;4584443.851;3
4;426969.025;4584427.321;4
5;426955.541;4584443.851;5
6;426967.371;4584433.760;6
7;426955.541;4584443.851;7
8;426964.422;4584443.272;8
9;426955.541;4584443.851;9
10;426964.422;4584443.272;10
11;426955.541;4584443.851;11
12;426961.050;4584451.105;12
13;426955.541;4584443.851;13
14;426957.845;4584456.303;14
15;426955.541;4584443.851;15
16;426954.081;4584461.197;16
17;426955.541;4584443.851;17
18;426947.073;4584470.289;18
19;426955.541;4584443.851;19
20;426947.073;4584470.289;20
21;426955.541;4584443.851;21
22;426947.073;4584470.289;22
23;426931.644;4584480.489;23
24;426936.837;4584488.129;24
25;426928.939;4584486.849;25
26;426936.837;4584488.129;26
27;426926.212;4584492.988;27
28;426932.120;4584498.837;28
29;426917.779;4584514.714;29
30;426930.206;4584503.293;30
31;426917.779;4584514.714;31
32;426923.786;4584520.601;32
33;426912.000;4584531.593;33
34;426921.402;4584527.933;34
35;426912.000;4584531.593;35
36;426919.344;4584533.460;36
37;426903.210;4584557.601;37
38;426916.914;4584541.107;38
39;426903.210;4584557.601;39
40;426915.608;4584544.866;40
41;426897.971;4584573.031;41
42;426913.948;4584550.721;42
42I;426930.611;4584562.847;42I
43;426897.971;4584573.031;43
44;426907.198;4584571.393;44
46;426907.198;4584571.393;46
48;426907.198;4584571.393;48
50;426907.198;4584571.393;50
