NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;428115.122;4580617.927;1
1B;428133.932;4580617.131;1B
2;428121.303;4580605.404;2
2A;428136.180;4580604.782;2A
2B;428149.617;4580604.379;2B
2C;428163.464;4580603.896;2C
2D;428175.858;4580603.493;2D
3;428147.230;4580616.728;3
3B;428161.270;4580616.302;3B
4;428186.312;4580603.090;4
5;428189.173;4580615.941;5
6;428221.728;4580602.335;6
7;428225.163;4580614.684;7
8;428234.435;4580601.625;8
9;428230.893;4580614.684;9
10;428234.435;4580601.625;10
11;428235.088;4580614.302;11
12;428242.447;4580601.715;12
13;428245.227;4580613.800;13
14;428252.843;4580601.362;14
15;428245.227;4580613.800;15
16;428263.612;4580600.743;16
17;428267.670;4580613.421;17
18;428273.198;4580600.745;18
19;428267.670;4580613.421;19
20;428312.624;4580599.836;20
21;428314.486;4580611.845;21
22;428322.422;4580599.394;22
23;428320.400;4580611.742;23
24;428328.510;4580599.306;24
25;428330.631;4580611.249;25
26;428334.706;4580599.040;26
27;428342.856;4580611.051;27
28;428341.130;4580598.864;28
29;428342.856;4580611.051;29
30;428341.130;4580598.864;30
31;428398.084;4580610.158;31
32;428379.187;4580598.082;32
33;428445.014;4580611.801;33
34;428390.980;4580597.482;34
35;428451.939;4580614.141;35
35B;428458.415;4580615.849;35B
36;428403.504;4580597.136;36
37;428465.425;4580618.007;37
38;428414.262;4580596.847;38
39;428476.402;4580621.155;39
40;428446.270;4580599.705;40
41;428489.857;4580625.471;41
42;428457.414;4580602.617;42
43;428489.857;4580625.471;43
44;428467.653;4580605.628;44
44B;428476.095;4580608.440;44B
45;428500.426;4580628.624;45
46;428481.125;4580609.851;46
47;428506.359;4580630.421;47
47B;428511.395;4580631.681;47B
48;428490.545;4580612.558;48
49;428524.619;4580635.729;49
49B;428524.619;4580635.729;49B
50;428504.951;4580616.787;50
51;428562.797;4580647.001;51
52;428504.951;4580616.787;52
53;428569.005;4580648.807;53
54;428524.123;4580622.709;54
55;428578.049;4580651.434;55
56;428524.123;4580622.709;56
57;428588.899;4580654.588;57
58;428524.123;4580622.709;58
59;428588.899;4580654.588;59
60;428563.946;4580630.173;60
60B;428566.837;4580634.855;60B
60I;428569.868;4580627.266;60I
61;428603.873;4580658.944;61
62;428570.981;4580636.814;62
62I;428574.361;4580627.572;62I
63;428603.873;4580658.944;63
64;428575.323;4580638.115;64
64V;428579.174;4580639.342;64V
65;428603.873;4580658.944;65
65U;428620.480;4580663.806;65U
66;428584.531;4580640.724;66
67;428631.856;4580666.944;67
67I;428621.899;4580678.936;67I
68;428593.093;4580643.763;68
69;428631.856;4580666.944;69
70;428600.987;4580646.057;70
71;428631.856;4580666.944;71
71I;428640.427;4580684.321;71I
72;428608.501;4580648.121;72
73;428647.342;4580671.582;73
74;428620.344;4580651.606;74
75;428664.870;4580676.857;75
75X;428659.869;4580689.648;75X
76;428620.344;4580651.606;76
77;428664.870;4580676.857;77
78;428633.748;4580655.176;78
79;428664.870;4580676.857;79
80;428643.052;4580657.790;80
81;428664.870;4580676.857;81
82;428652.269;4580660.263;82
83;428664.870;4580676.857;83
84;428664.737;4580664.271;84
85;428681.309;4580681.632;85
86;428664.737;4580664.271;86
87;428681.309;4580681.632;87
88;428664.737;4580664.271;88
89;428681.309;4580681.632;89
90;428675.117;4580667.415;90
92;428679.619;4580668.777;92
94;428684.693;4580670.029;94
96;428692.722;4580666.860;96
96U;428690.579;4580671.769;96U
