NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;431695.973;4585816.275;1
2;431716.363;4585872.375;2
3;431695.973;4585816.275;3
4;431717.966;4585883.735;4
5;431699.701;4585840.831;5
6;431720.056;4585898.418;6
7;431699.701;4585840.831;7
8;431722.288;4585914.801;8
9;431703.749;4585869.113;9
10;431722.288;4585914.801;10
11;431705.936;4585883.368;11
12;431726.142;4585940.522;12
13;431707.728;4585896.872;13
14;431726.142;4585940.522;14
15;431708.904;4585904.578;15
16;431726.142;4585940.522;16
17;431710.076;4585913.701;17
18;431731.197;4585976.175;18
19;431711.284;4585920.733;19
20;431731.197;4585976.175;20
21;431711.650;4585923.905;21
22;431734.270;4585996.393;22
23;431714.844;4585947.397;23
24;431735.243;4586004.718;24
25;431714.844;4585947.397;25
26;431737.267;4586019.195;26
27;431718.150;4585970.401;27
28;431737.267;4586019.195;28
29;431720.692;4585987.229;29
30;431739.694;4586034.715;30
31;431722.822;4586001.433;31
32;431747.575;4586091.415;32
33;431724.387;4586013.825;33
34;431747.575;4586091.415;34
35;431724.387;4586013.825;35
36;431749.083;4586102.195;36
37;431724.387;4586013.825;37
38;431750.187;4586110.043;38
39;431726.029;4586024.397;39
40;431751.376;4586119.491;40
40B;431751.702;4586116.673;40B
41;431728.121;4586039.163;41
42;431752.244;4586125.011;42
43;431729.351;4586048.027;43
44;431752.918;4586129.283;44
45;431737.837;4586107.025;45
46;431753.855;4586136.469;46
47;431740.182;4586123.287;47
48;431754.775;4586142.370;48
49;431740.182;4586123.287;49
50;431755.779;4586150.095;50
51;431740.182;4586123.287;51
53;431741.309;4586132.905;53
55;431742.496;4586141.042;55
57;431744.139;4586152.583;57
