NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
2;432022.584;4587037.234;2
4;432022.584;4587037.234;4
6;432022.584;4587037.234;6
8;432024.645;4587050.959;8
9;432006.655;4587036.908;9
10;432024.645;4587050.959;10
11;432015.539;4587055.404;11
12;432026.595;4587064.050;12
13;432015.539;4587055.404;13
14;432026.595;4587064.050;14
15;432017.468;4587067.415;15
16;432026.595;4587064.050;16
17;432030.524;4587156.678;17
18;432039.082;4587148.478;18
19;432030.524;4587156.678;19
20;432039.884;4587153.590;20
21;432033.512;4587175.718;21
22;432041.086;4587162.058;22
23;432034.076;4587180.746;23
24;432043.120;4587175.284;24
25;432035.067;4587186.338;25
26;432043.120;4587175.284;26
27;432035.067;4587186.338;27
28;432043.120;4587175.284;28
29;432025.070;4587203.314;29
30;432043.120;4587175.284;30
31;432025.070;4587203.314;31
32;432046.378;4587200.251;32
33;432027.684;4587219.437;33
34;432046.378;4587200.251;34
35;432027.684;4587219.437;35
36;432048.560;4587216.101;36
37;432037.816;4587253.052;37
38;432048.560;4587216.101;38
39;432037.816;4587253.052;39
40;432048.560;4587216.101;40
41;432037.816;4587253.052;41
42;432056.366;4587261.762;42
43;432037.816;4587253.052;43
44;432056.366;4587261.762;44
45;432037.816;4587253.052;45
46;432056.366;4587261.762;46
47;432037.816;4587253.052;47
48;432056.366;4587261.762;48
49;432037.816;4587253.052;49
50;432056.366;4587261.762;50
52;432056.366;4587261.762;52
54;432056.366;4587261.762;54
