NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;431210.775;4586322.747;1
2;431196.338;4586310.540;2
3;431210.775;4586322.747;3
4;431213.642;4586310.935;4
5;431210.775;4586322.747;5
6;431222.446;4586311.004;6
7;431210.775;4586322.747;7
8;431230.346;4586311.266;8
9;431231.840;4586323.543;9
10;431236.971;4586311.672;10
11;431231.840;4586323.543;11
12;431236.971;4586311.672;12
13;431231.840;4586323.543;13
14;431236.971;4586311.672;14
15;431231.840;4586323.543;15
16;431280.975;4586312.329;16
17;431270.411;4586324.033;17
18;431280.975;4586312.329;18
19;431279.491;4586324.533;19
20;431306.312;4586312.907;20
21;431284.316;4586324.606;21
22;431306.312;4586312.907;22
23;431288.915;4586324.789;23
24;431306.312;4586312.907;24
25;431294.836;4586324.996;25
26;431306.312;4586312.907;26
27;431302.716;4586325.185;27
28;431346.427;4586314.191;28
29;431311.221;4586325.347;29
30;431346.427;4586314.191;30
31;431319.490;4586325.619;31
32;431359.699;4586314.379;32
33;431339.702;4586326.108;33
34;431369.504;4586314.704;34
35;431357.759;4586326.412;35
36;431369.504;4586314.704;36
37;431357.759;4586326.412;37
38;431376.258;4586315.061;38
39;431357.759;4586326.412;39
40;431382.897;4586314.928;40
41;431357.759;4586326.412;41
42;431389.999;4586315.100;42
43;431375.952;4586327.086;43
44;431396.152;4586315.646;44
45;431384.388;4586327.048;45
46;431416.470;4586315.661;46
47;431394.662;4586327.634;47
