NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;426239.275;4580868.998;1
2;426389.171;4580963.823;2
3;426248.531;4580875.981;3
4;426389.171;4580963.823;4
5;426248.531;4580875.981;5
6;426389.171;4580963.823;6
7;426262.059;4580886.848;7
8;426389.171;4580963.823;8
9;426262.059;4580886.848;9
10;426389.171;4580963.823;10
11;426271.307;4580894.088;11
12;426389.171;4580963.823;12
13;426281.884;4580902.477;13
14;426389.171;4580963.823;14
15;426297.563;4580914.649;15
16;426389.171;4580963.823;16
17;426297.563;4580914.649;17
18;426389.171;4580963.823;18
19;426297.563;4580914.649;19
20;426389.171;4580963.823;20
21;426316.160;4580929.014;21
22;426389.171;4580963.823;22
23;426324.013;4580935.076;23
24;426389.171;4580963.823;24
25;426329.333;4580939.264;25
26;426389.171;4580963.823;26
27;426351.234;4580956.314;27
27B;426329.519;4580975.064;27B
28;426389.171;4580963.823;28
29;426351.234;4580956.314;29
30;426389.171;4580963.823;30
31;426351.234;4580956.314;31
32;426389.171;4580963.823;32
33;426371.740;4580972.266;33
34;426389.171;4580963.823;34
35;426395.983;4581005.804;35
36;426389.171;4580963.823;36
37;426395.983;4581005.804;37
37X;426402.774;4580996.103;37X
38;426389.171;4580963.823;38
39;426452.644;4581035.135;39
40;426389.171;4580963.823;40
41;426452.644;4581035.135;41
42;426389.171;4580963.823;42
43;426452.644;4581035.135;43
44;426389.171;4580963.823;44
45;426452.644;4581035.135;45
45X;426493.293;4581066.798;45X
46;426389.171;4580963.823;46
47;426416.588;4581081.060;47
48;426389.171;4580963.823;48
49;426416.588;4581081.060;49
50;426389.171;4580963.823;50
51;426416.588;4581081.060;51
52;426389.171;4580963.823;52
53;426416.588;4581081.060;53
54;426389.171;4580963.823;54
55;426416.588;4581081.060;55
56;426389.171;4580963.823;56
57;426488.232;4581076.917;57
58;426567.205;4581089.262;58
59;426488.232;4581076.917;59
60;426580.007;4581103.101;60
61;426488.232;4581076.917;61
63;426551.126;4581118.312;63
64;426625.484;4581139.862;64
64I;426634.915;4581126.617;64I
65;426580.339;4581143.622;65
66;426625.484;4581139.862;66
66I;426634.915;4581126.617;66I
67;426580.339;4581143.622;67
68;426625.484;4581139.862;68
68I;426634.915;4581126.617;68I
69;426580.339;4581143.622;69
70;426630.648;4581157.711;70
71;426580.339;4581143.622;71
72;426635.381;4581161.773;72
73;426686.819;4581236.994;73
74;426648.306;4581159.910;74
74I;426657.084;4581146.198;74I
75;426686.819;4581236.994;75
76;426648.306;4581159.910;76
77;426686.819;4581236.994;77
78;426667.332;4581176.370;78
78X;426669.884;4581157.648;78X
79;426686.819;4581236.994;79
80;426667.332;4581176.370;80
80X;426683.536;4581169.298;80X
81;426686.819;4581236.994;81
82;426683.659;4581190.817;82
83;426686.819;4581236.994;83
84;426709.552;4581212.702;84
85;426686.819;4581236.994;85
86;426717.335;4581219.705;86
87;426686.819;4581236.994;87
88;426734.691;4581234.694;88
89;426686.819;4581236.994;89
90;426734.691;4581234.694;90
91;426686.819;4581236.994;91
92;426734.691;4581234.694;92
93;426686.819;4581236.994;93
94;426734.691;4581234.694;94
95;426686.819;4581236.994;95
96;426768.417;4581263.814;96
97;426686.819;4581236.994;97
98;426768.417;4581263.814;98
99;426686.819;4581236.994;99
100;426794.867;4581286.268;100
101;426686.819;4581236.994;101
102;426794.867;4581286.268;102
103;426686.819;4581236.994;103
104;426829.467;4581235.297;104
105;426686.819;4581236.994;105
106;426840.755;4581245.054;106
107;426686.819;4581236.994;107
108;426852.109;4581259.661;108
109;426686.819;4581236.994;109
110;426864.745;4581270.572;110
111;426686.819;4581236.994;111
112;426864.745;4581270.572;112
113;426686.819;4581236.994;113
114;426884.057;4581286.538;114
115;426686.819;4581236.994;115
116;426884.057;4581286.538;116
117;426686.819;4581236.994;117
118;426899.921;4581300.397;118
119;426686.819;4581236.994;119
120;426899.921;4581300.397;120
121;426686.819;4581236.994;121
122;426918.269;4581302.972;122
122B;426931.747;4581314.634;122B
123;426686.819;4581236.994;123
124;426907.928;4581387.365;124
125;426686.819;4581236.994;125
126;426917.548;4581394.860;126
127;426686.819;4581236.994;127
128;426917.548;4581394.860;128
129;426686.819;4581236.994;129
130;426931.868;4581406.138;130
131;426939.519;4581453.750;131
132;426931.868;4581406.138;132
133;426939.519;4581453.750;133
134;426941.798;4581413.634;134
135;426939.519;4581453.750;135
136;426950.632;4581420.438;136
137;426939.519;4581453.750;137
138;426960.461;4581428.140;138
139;426939.519;4581453.750;139
140;426960.461;4581428.140;140
141;426939.519;4581453.750;141
142;426973.283;4581439.006;142
143;426939.519;4581453.750;143
144;426973.283;4581439.006;144
145;426939.519;4581453.750;145
146;426994.673;4581456.796;146
147;426939.519;4581453.750;147
148;426994.673;4581456.796;148
148I;427002.470;4581443.006;148I
149;426939.519;4581453.750;149
150;427010.500;4581470.406;150
151;426939.519;4581453.750;151
152;427010.500;4581470.406;152
153;426939.519;4581453.750;153
154;427025.004;4581482.974;154
155;426939.519;4581453.750;155
156;427025.004;4581482.974;156
157;426939.519;4581453.750;157
158;427025.004;4581482.974;158
159;426939.519;4581453.750;159
160;427041.077;4581497.832;160
161;427017.553;4581520.398;161
162;427041.077;4581497.832;162
163;427030.511;4581532.746;163
164;427041.077;4581497.832;164
165;427030.511;4581532.746;165
166;427060.415;4581515.685;166
167;427030.511;4581532.746;167
168;427060.415;4581515.685;168
169;427030.511;4581532.746;169
170;427060.415;4581515.685;170
171;427030.511;4581532.746;171
172;427060.415;4581515.685;172
173;427049.169;4581550.298;173
174;427180.066;4581622.412;174
175;427049.169;4581550.298;175
176;427180.066;4581622.412;176
177;427049.169;4581550.298;177
178;427180.066;4581622.412;178
179;427130.898;4581622.314;179
180;427180.066;4581622.412;180
181;427130.898;4581622.314;181
182;427180.066;4581622.412;182
183;427141.831;4581631.707;183
184;427180.066;4581622.412;184
185;427141.831;4581631.707;185
186;427180.066;4581622.412;186
187;427141.831;4581631.707;187
188;427180.066;4581622.412;188
189;427154.918;4581642.939;189
190;427180.066;4581622.412;190
191;427154.918;4581642.939;191
192;427180.066;4581622.412;192
193;427154.918;4581642.939;193
194;427180.066;4581622.412;194
195;427188.877;4581672.081;195
196;427180.066;4581622.412;196
197;427188.877;4581672.081;197
198;427180.066;4581622.412;198
199;427208.611;4581689.018;199
200;427180.066;4581622.412;200
201;427208.611;4581689.018;201
202;427324.900;4581702.999;202
203;427208.611;4581689.018;203
204;427324.900;4581702.999;204
205;427208.611;4581689.018;205
207;427208.611;4581689.018;207
209;427208.611;4581689.018;209
210X;427294.034;4581720.521;210X
211;427246.148;4581730.782;211
213;427246.148;4581730.782;213
215;427246.148;4581730.782;215
217;427246.148;4581730.782;217
218;427351.238;4581763.271;218
219;427246.148;4581730.782;219
220;427359.321;4581775.874;220
221;427289.595;4581758.365;221
222;427371.322;4581786.175;222
223;427289.595;4581758.365;223
224;427386.809;4581799.477;224
225;427298.151;4581765.690;225
226;427386.809;4581799.477;226
227;427304.802;4581771.210;227
228;427404.392;4581808.744;228
228B;427425.247;4581832.324;228B
229;427337.736;4581799.174;229
230;427437.823;4581843.291;230
231;427345.310;4581805.756;231
232;427451.268;4581854.761;232
233;427345.310;4581805.756;233
234;427462.460;4581864.416;234
235;427354.604;4581813.722;235
236;427462.460;4581864.416;236
237;427364.716;4581822.407;237
238;427482.854;4581881.887;238
238B;427496.397;4581893.525;238B
239;427364.716;4581822.407;239
240;427537.672;4581927.642;240
241;427379.126;4581835.044;241
242;427537.672;4581927.642;242
243;427379.126;4581835.044;243
243B;427391.522;4581845.919;243B
244;427537.672;4581927.642;244
245;427419.336;4581869.147;245
246;427537.672;4581927.642;246
247;427419.336;4581869.147;247
248;427537.672;4581927.642;248
249;427430.371;4581878.310;249
250;427537.672;4581927.642;250
251;427440.322;4581887.053;251
252;427560.595;4581946.685;252
253;427440.322;4581887.053;253
254;427560.595;4581946.685;254
254B;427614.474;4581938.870;254B
255;427453.347;4581898.003;255
256;427607.989;4581959.348;256
257;427467.531;4581910.241;257
258;427607.989;4581959.348;258
259;427467.531;4581910.241;259
260;427607.989;4581959.348;260
261;427489.306;4581929.017;261
262;427629.290;4582000.682;262
263;427489.306;4581929.017;263
264;427629.290;4582000.682;264
265;427517.474;4581952.960;265
266;427629.290;4582000.682;266
266X;427609.372;4581985.284;266X
267;427517.474;4581952.960;267
268;427642.856;4582011.070;268
269;427543.792;4581974.893;269
270;427642.856;4582011.070;270
271;427543.792;4581974.893;271
272;427683.282;4582017.111;272
273;427560.940;4581987.984;273
274;427683.282;4582017.111;274
274X;427667.174;4582030.500;274X
275;427573.293;4581996.283;275
276;427718.631;4582070.565;276
277;427590.763;4582008.236;277
278;427718.631;4582070.565;278
279;427600.476;4582015.134;279
280;427730.397;4582079.159;280
281;427607.160;4582019.532;281
282;427740.841;4582087.042;282
283;427615.368;4582025.187;283
284;427752.164;4582095.497;284
285;427625.630;4582032.259;285
286;427765.863;4582105.668;286
287;427647.062;4582047.210;287
288;427765.863;4582105.668;288
289;427660.578;4582056.588;289
290;427765.863;4582105.668;290
291;427660.578;4582056.588;291
292;427804.137;4582134.361;292
293;427671.364;4582064.068;293
294;427817.461;4582144.337;294
295;427721.629;4582100.038;295
296;427817.461;4582144.337;296
297;427721.629;4582100.038;297
298;427825.849;4582150.658;298
299;427741.481;4582115.125;299
300;427832.910;4582155.954;300
301;427741.481;4582115.125;301
302;427845.993;4582165.453;302
303;427760.463;4582129.253;303
304;427876.171;4582188.260;304
305;427770.029;4582136.673;305
306;427876.171;4582188.260;306
307;427804.197;4582161.497;307
308;427894.202;4582202.057;308
309;427804.197;4582161.497;309
310;427894.202;4582202.057;310
311;427816.871;4582171.039;311
312;427938.837;4582236.494;312
313;427831.698;4582182.052;313
314;427938.837;4582236.494;314
315;427831.698;4582182.052;315
316;427938.837;4582236.494;316
317;427839.550;4582187.990;317
318;427938.837;4582236.494;318
319;427872.174;4582213.057;319
320;427938.837;4582236.494;320
321;427872.174;4582213.057;321
322;427968.174;4582259.076;322
323;427941.360;4582266.166;323
324;427968.174;4582259.076;324
325;427941.360;4582266.166;325
326;427968.174;4582259.076;326
327;427941.360;4582266.166;327
328;427988.946;4582275.321;328
329;427941.360;4582266.166;329
330;427988.946;4582275.321;330
331;427941.360;4582266.166;331
332;428024.718;4582304.101;332
333;427941.360;4582266.166;333
334;428052.662;4582324.794;334
335;427941.360;4582266.166;335
336;428052.662;4582324.794;336
337;427941.360;4582266.166;337
338;428052.662;4582324.794;338
339;427941.360;4582266.166;339
340;428077.195;4582342.949;340
341;427941.360;4582266.166;341
342;428077.195;4582342.949;342
343;427941.360;4582266.166;343
344;428077.195;4582342.949;344
345;427941.360;4582266.166;345
346;428108.709;4582366.353;346
348;428127.183;4582379.333;348
350;428143.844;4582391.206;350
352;428160.756;4582403.734;352
354;428177.602;4582415.847;354
356;428193.948;4582427.641;356
359;428091.157;4582397.691;359
361;428091.157;4582397.691;361
363;428091.157;4582397.691;363
365;428110.456;4582411.617;365
367;428110.456;4582411.617;367
369;428128.268;4582424.503;369
371;428138.566;4582432.155;371
373;428152.170;4582441.909;373
375;428170.120;4582454.896;375
377;428181.086;4582462.952;377
379;428185.114;4582465.949;379
