NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;429905.089;4587745.526;1
2;429906.636;4587730.953;2
3;429905.089;4587745.526;3
4;429912.419;4587738.354;4
5;429905.089;4587745.526;5
6;429916.929;4587744.054;6
7;429922.432;4587767.577;7
8;429922.025;4587750.295;8
9;429927.142;4587773.796;9
10;429930.266;4587761.425;10
11;429931.410;4587779.337;11
12;429934.629;4587767.045;12
13;429936.954;4587786.162;13
14;429938.599;4587772.165;14
15;429941.064;4587791.404;15
16;429942.748;4587777.520;16
17;429939.989;4587801.327;17
18;429947.491;4587783.635;18
19;429939.989;4587801.327;19
