NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;431811.624;4590363.955;1
2;431831.148;4590365.395;2
3;431811.624;4590363.955;3
4;431831.148;4590365.395;4
5;431790.912;4590377.321;5
6;431831.148;4590365.395;6
7;431777.213;4590386.245;7
8;431809.764;4590378.956;8
9;431752.464;4590402.030;9
10;431809.764;4590378.956;10
11;431737.178;4590411.737;11
12;431809.764;4590378.956;12
13;431727.377;4590418.019;13
14;431785.761;4590394.761;14
15;431720.351;4590422.569;15
16;431785.761;4590394.761;16
18;431760.536;4590406.475;18
20;431749.379;4590413.595;20
22;431744.932;4590416.458;22
24;431740.135;4590419.548;24
26;431735.242;4590422.700;26
28;431728.408;4590427.018;28
