NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;429947.997;4585399.877;1
1B;429947.997;4585399.877;1B
2;429957.941;4585400.018;2
2B;429962.195;4585393.491;2B
3;429947.997;4585399.877;3
3B;429947.997;4585399.877;3B
4;429953.828;4585406.325;4
5;429947.997;4585399.877;5
6;429947.643;4585415.805;6
7;429947.997;4585399.877;7
8;429943.213;4585422.605;8
8B;429940.491;4585426.770;8B
9;429947.997;4585399.877;9
10;429937.383;4585431.537;10
11;429934.979;4585420.242;11
12;429933.006;4585438.245;12
13;429931.847;4585425.027;13
14;429928.817;4585444.666;14
14B;429923.604;4585452.484;14B
15;429928.356;4585430.374;15
17;429924.165;4585436.834;17
19;429924.165;4585436.834;19
