NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;433102.686;4588583.178;1
2;433124.092;4588572.872;2
3;433102.686;4588583.178;3
4;433124.092;4588572.872;4
5;433102.686;4588583.178;5
6;433124.092;4588572.872;6
7;433102.686;4588583.178;7
8;433198.674;4588609.979;8
9;433102.686;4588583.178;9
10;433198.674;4588609.979;10
10U;433229.417;4588623.701;10U
11;433175.212;4588616.333;11
12;433269.383;4588641.721;12
13;433175.212;4588616.333;13
14;433269.383;4588641.721;14
15;433175.212;4588616.333;15
16;433269.383;4588641.721;16
17;433175.212;4588616.333;17
18;433338.960;4588672.859;18
19;433175.212;4588616.333;19
21;433175.212;4588616.333;21
23;433240.995;4588647.374;23
25;433270.556;4588661.104;25
27;433270.556;4588661.104;27
29;433270.556;4588661.104;29
31;433270.556;4588661.104;31
33;433270.556;4588661.104;33
35;433270.556;4588661.104;35
37;433270.556;4588661.104;37
