NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;429275.387;4583689.042;1
2;429279.211;4583698.325;2
3;429272.277;4583693.610;3
4;429271.734;4583708.916;4
5;429266.653;4583702.050;5
6;429265.573;4583717.797;6
7;429258.540;4583712.553;7
8;429260.997;4583724.992;8
9;429252.339;4583721.559;9
10;429254.044;4583735.625;10
11;429252.339;4583721.559;11
12;429249.069;4583742.806;12
13;429246.247;4583731.801;13
13B;429243.473;4583736.057;13B
14;429241.459;4583753.641;14
15;429239.357;4583741.999;15
16;429237.151;4583760.227;16
16B;429230.985;4583759.443;16B
17;429233.178;4583750.733;17
18;429250.086;4583776.733;18
20;429250.086;4583776.733;20
22;429250.086;4583776.733;22
24;429250.086;4583776.733;24
