NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;429310.121;4584464.737;1
2;429315.163;4584455.426;2
3;429321.358;4584472.426;3
4;429321.473;4584459.715;4
5;429327.551;4584476.699;5
6;429326.907;4584463.448;6
7;429332.787;4584480.300;7
8;429336.089;4584469.606;8
9;429346.020;4584489.352;9
10;429341.717;4584473.590;10
11;429364.343;4584501.921;11
12;429349.202;4584478.729;12
13;429373.627;4584508.245;13
14;429354.378;4584482.462;14
15;429403.544;4584529.392;15
16;429365.392;4584489.794;16
17;429403.544;4584529.392;17
18;429369.643;4584492.717;18
19;429403.544;4584529.392;19
20;429373.487;4584495.394;20
21;429403.544;4584529.392;21
22;429379.665;4584499.588;22
23;429433.774;4584549.030;23
24;429379.665;4584499.588;24
25;429450.015;4584560.213;25
26;429388.122;4584505.442;26
27;429450.015;4584560.213;27
28;429413.446;4584522.818;28
29;429474.625;4584577.106;29
30;429413.446;4584522.818;30
31;429478.486;4584579.756;31
32;429413.446;4584522.818;32
33;429483.396;4584583.265;33
34;429413.446;4584522.818;34
35;429498.324;4584593.188;35
36;429435.936;4584538.928;36
37;429498.324;4584593.188;37
38;429442.963;4584543.668;38
39;429519.436;4584607.592;39
40;429449.500;4584548.148;40
41;429519.436;4584607.592;41
42;429460.111;4584555.467;42
43;429535.719;4584618.793;43
44;429460.111;4584555.467;44
45;429544.746;4584624.847;45
46;429476.789;4584566.903;46
47;429557.489;4584633.817;47
48;429481.919;4584570.415;48
48B;429481.919;4584570.415;48B
49;429557.489;4584633.817;49
50;429489.550;4584575.368;50
51;429573.060;4584644.367;51
52;429494.973;4584579.266;52
53;429608.309;4584668.365;53
54;429500.452;4584582.912;54
55;429608.309;4584668.365;55
56;429506.589;4584587.174;56
57;429608.309;4584668.365;57
58;429535.300;4584606.414;58
59;429625.550;4584680.205;59
60;429535.300;4584606.414;60
62;429535.300;4584606.414;62
64;429535.300;4584606.414;64
66;429535.300;4584606.414;66
68;429573.325;4584632.737;68
70;429573.325;4584632.737;70
72;429573.325;4584632.737;72
74;429573.325;4584632.737;74
76;429615.173;4584658.319;76
78;429615.173;4584658.319;78
80;429615.173;4584658.319;80
82;429615.173;4584658.319;82
