NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427885.118;4583049.719;1
2;427899.101;4583001.367;2
3;427885.118;4583049.719;3
4;427899.101;4583001.367;4
5;427885.124;4583092.572;5
6;427899.048;4583029.511;6
7;427885.124;4583092.572;7
8;427899.048;4583029.511;8
9;427885.226;4583136.506;9
10;427899.446;4583063.379;10
11;427885.298;4583159.126;11
12;427899.446;4583063.379;12
13;427885.496;4583213.205;13
14;427898.932;4583091.639;14
15;427885.467;4583240.324;15
16;427898.932;4583091.639;16
17;427885.597;4583249.235;17
18;427899.111;4583137.667;18
19;427886.000;4583315.516;19
20;427899.107;4583158.625;20
21;427886.126;4583336.794;21
22;427899.217;4583214.964;22
23;427886.126;4583336.794;23
24;427899.217;4583214.964;24
25;427886.163;4583402.656;25
26;427899.247;4583239.923;26
27;427886.163;4583402.656;27
28;427899.240;4583309.470;28
29;427886.163;4583402.656;29
30;427899.190;4583325.028;30
31;427886.163;4583402.656;31
32;427899.256;4583341.148;32
33;427886.382;4583464.686;33
34;427899.481;4583390.262;34
35;427886.382;4583464.686;35
36;427899.481;4583390.262;36
37;427886.335;4583489.490;37
38;427899.487;4583415.106;38
39;427886.475;4583538.178;39
40;427899.487;4583415.106;40
41;427886.570;4583551.140;41
42;427899.786;4583459.496;42
43;427886.633;4583559.771;43
44;427899.875;4583485.462;44
45;427886.648;4583569.304;45
46;427899.875;4583485.462;46
47;427885.300;4583576.306;47
48;427899.875;4583485.462;48
49;427883.834;4583610.528;49
50;427899.948;4583536.950;50
51;427886.797;4583630.988;51
52;427900.046;4583549.145;52
53;427886.797;4583630.988;53
54;427900.086;4583557.363;54
54B;427900.121;4583563.660;54B
55;427886.797;4583630.988;55
56;427900.167;4583570.678;56
57;427886.965;4583650.568;57
58;427900.322;4583614.384;58
59;427887.057;4583687.226;59
60;427900.348;4583620.316;60
61;427887.085;4583698.061;61
62;427900.364;4583629.211;62
63;427887.104;4583709.260;63
64;427900.387;4583649.282;64
65;427887.112;4583716.398;65
66;427900.387;4583649.282;66
67;427887.109;4583723.710;67
68;427900.387;4583649.282;68
70;427900.673;4583692.557;70
72;427900.661;4583704.029;72
72B;427900.733;4583709.524;72B
74;427900.697;4583716.983;74
76;427900.683;4583727.554;76
78;427900.789;4583739.018;78
80;427900.828;4583755.292;80
