NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;427378.029;4584019.191;1
2;427418.139;4583983.533;2
3;427378.029;4584019.191;3
4;427396.930;4584012.919;4
5;427362.723;4584040.429;5
6;427396.930;4584012.919;6
7;427362.723;4584040.429;7
8;427396.930;4584012.919;8
9;427349.933;4584058.177;9
10;427396.930;4584012.919;10
11;427308.801;4584115.083;11
12;427396.930;4584012.919;12
13;427308.801;4584115.083;13
14;427314.078;4584131.623;14
14U;427326.189;4584110.677;14U
15;427284.232;4584149.249;15
16;427314.078;4584131.623;16
16B;427303.238;4584142.180;16B
17;427284.232;4584149.249;17
18;427300.096;4584151.536;18
18U;427295.998;4584152.552;18U
20;427290.214;4584165.317;20
20I;427239.376;4584235.356;20I
20U;427295.998;4584152.552;20U
22;427281.477;4584175.401;22
22I;427284.448;4584181.496;22I
24;427363.729;4584256.989;24
26;427363.729;4584256.989;26
28;427363.729;4584256.989;28
30;427363.729;4584256.989;30
31;427177.399;4584326.957;31
32;427363.729;4584256.989;32
33;427177.399;4584326.957;33
34;427183.145;4584328.241;34
35;427171.160;4584336.929;35
36;427183.145;4584328.241;36
37;427171.160;4584336.929;37
38;427184.285;4584341.634;38
39;427164.630;4584359.102;39
40;427177.559;4584364.843;40
41;427156.747;4584381.749;41
42;427169.433;4584387.315;42
43;427156.747;4584381.749;43
44;427169.433;4584387.315;44
